Suburb ,Type,Date
Keilor East,House,08/09/2018
Keilor East,House,08/09/2018
Kew,House,08/09/2018
Kew,House,08/09/2018
Kew,House,08/09/2018
Lalor,House,08/09/2018
Macleod,Townhouse,08/09/2018
Malvern,House,08/09/2018
Malvern,House,08/09/2018
Malvern,House,08/09/2018
Malvern East,House,08/09/2018
Malvern East,House,08/09/2018
Manor Lakes,House,08/09/2018
Maribyrnong,Townhouse,08/09/2018
Maribyrnong,UniTownhouse,08/09/2018
Meadow Heights,House,08/09/2018
Melbourne,UniTownhouse,08/09/2018
Melbourne,UniTownhouse,08/09/2018
Melbourne,UniTownhouse,08/09/2018
Melton South,House,08/09/2018
Mentone,UniTownhouse,08/09/2018
Mentone,UniTownhouse,08/09/2018
Mentone,Townhouse,08/09/2018
Mill Park,House,08/09/2018
Mill Park,House,08/09/2018
Mill Park,House,08/09/2018
Moonee Ponds,House,08/09/2018
Moonee Ponds,House,08/09/2018
Moorabbin,House,08/09/2018
Mordialloc,Townhouse,08/09/2018
Mordialloc,House,08/09/2018
Mount Waverley,House,08/09/2018
Mount Waverley,Townhouse,08/09/2018
Mount Waverley,House,08/09/2018
Mount Waverley,UniTownhouse,08/09/2018
Mulgrave,House,08/09/2018
Mulgrave,House,08/09/2018
Murrumbeena,House,08/09/2018
Murrumbeena,Townhouse,08/09/2018
Murrumbeena,House,08/09/2018
Northcote,House,08/09/2018
Northcote,House,08/09/2018
Nunawading,House,08/09/2018
Nunawading,UniTownhouse,08/09/2018
Oakleigh South,House,08/09/2018
Parkdale,House,08/09/2018
Pascoe Vale,UniTownhouse,08/09/2018
Port Melbourne,House,08/09/2018
Port Melbourne,House,08/09/2018
Prahran,House,08/09/2018
Preston,Townhouse,08/09/2018
Preston,House,08/09/2018
Preston,House,08/09/2018
Preston,UniTownhouse,08/09/2018
Preston,House,08/09/2018
Reservoir,UniTownhouse,08/09/2018
Reservoir,House,08/09/2018
Reservoir,UniTownhouse,08/09/2018
Reservoir,House,08/09/2018
Richmond,House,08/09/2018
Richmond,UniTownhouse,08/09/2018
Richmond,Townhouse,08/09/2018
Richmond,UniTownhouse,08/09/2018
Richmond,House,08/09/2018
Richmond,House,08/09/2018
Ringwood,House,08/09/2018
Ringwood,House,08/09/2018
Ringwood North,House,08/09/2018
Rosanna,House,08/09/2018
Roxburgh Park,House,08/09/2018
Roxburgh Park,House,08/09/2018
Roxburgh Park,House,08/09/2018
Roxburgh Park,House,08/09/2018
Roxburgh Park,House,08/09/2018
Sandringham,Townhouse,08/09/2018
Sandringham,House,08/09/2018
Seddon,House,08/09/2018
South Melbourne,House,08/09/2018
South Morang,House,08/09/2018
South Morang,House,08/09/2018
South Morang,House,08/09/2018
Spotswood,Townhouse,08/09/2018
Springvale South,House,08/09/2018
St Helena,House,08/09/2018
Strathmore,House,08/09/2018
Strathmore,Townhouse,08/09/2018
Strathmore,House,08/09/2018
Surrey Hills,UniTownhouse,08/09/2018
Surrey Hills,House,08/09/2018
Surrey Hills,House,08/09/2018
Templestowe,House,08/09/2018
Thomastown,House,08/09/2018
Thornbury,Townhouse,08/09/2018
Thornbury,House,08/09/2018
Toorak,UniTownhouse,08/09/2018
Toorak,House,08/09/2018
Toorak,House,08/09/2018
Wantirna South,House,08/09/2018
Watsonia,House,08/09/2018
Werribee,House,08/09/2018
Werribee,House,08/09/2018
Werribee,House,08/09/2018
Werribee,House,08/09/2018
West Footscray,UniTownhouse,08/09/2018
Wollert,Townhouse,08/09/2018
Wyndham Vale,House,08/09/2018
Wyndham Vale,House,08/09/2018
Yallambie,House,08/09/2018
Abbotsford,House,08/10/2016
Abbotsford,House,08/10/2016
Abbotsford,Townhouse,08/10/2016
Abbotsford,UniTownhouse,08/10/2016
Abbotsford,House,08/10/2016
Abbotsford,UniTownhouse,08/10/2016
Aberfeldie,House,08/10/2016
Aberfeldie,House,08/10/2016
Albert Park,House,08/10/2016
Alphington,House,08/10/2016
Altona,UniTownhouse,08/10/2016
Altona,House,08/10/2016
Altona North,House,08/10/2016
Ardeer,House,08/10/2016
Armadale,UniTownhouse,08/10/2016
Ascot Vale,House,08/10/2016
Ascot Vale,House,08/10/2016
Ascot Vale,House,08/10/2016
Ascot Vale,House,08/10/2016
Ashburton,House,08/10/2016
Ashburton,House,08/10/2016
Ashburton,House,08/10/2016
Ashwood,House,08/10/2016
Avondale Heights,House,08/10/2016
Avondale Heights,Townhouse,08/10/2016
Avondale Heights,House,08/10/2016
Avondale Heights,House,08/10/2016
Balwyn,UniTownhouse,08/10/2016
Balwyn North,UniTownhouse,08/10/2016
Balwyn North,House,08/10/2016
Balwyn North,UniTownhouse,08/10/2016
Bayswater,UniTownhouse,08/10/2016
Bayswater North,House,08/10/2016
Beaumaris,House,08/10/2016
Beaumaris,House,08/10/2016
Bellfield,House,08/10/2016
Bentleigh,House,08/10/2016
Bentleigh,House,08/10/2016
Bentleigh,House,08/10/2016
Bentleigh East,Townhouse,08/10/2016
Bentleigh East,House,08/10/2016
Bentleigh East,House,08/10/2016
Bentleigh East,House,08/10/2016
Bentleigh East,Townhouse,08/10/2016
Black Rock,House,08/10/2016
Blackburn,House,08/10/2016
Blackburn,House,08/10/2016
Blackburn,House,08/10/2016
Blackburn,Townhouse,08/10/2016
Blackburn,Townhouse,08/10/2016
Blackburn North,House,08/10/2016
Blackburn North,House,08/10/2016
Blackburn North,UniTownhouse,08/10/2016
Blackburn South,House,08/10/2016
Blackburn South,House,08/10/2016
Blackburn South,House,08/10/2016
Bonbeach,Townhouse,08/10/2016
Braybrook,House,08/10/2016
Brighton,House,08/10/2016
Brighton,House,08/10/2016
Brighton East,House,08/10/2016
Broadmeadows,House,08/10/2016
Broadmeadows,House,08/10/2016
Brunswick,House,08/10/2016
Brunswick,House,08/10/2016
Brunswick,House,08/10/2016
Brunswick,House,08/10/2016
Brunswick,House,08/10/2016
Brunswick,Townhouse,08/10/2016
Brunswick East,House,08/10/2016
Brunswick East,UniTownhouse,08/10/2016
Bulleen,House,08/10/2016
Bulleen,Townhouse,08/10/2016
Bundoora,UniTownhouse,08/10/2016
Bundoora,House,08/10/2016
Bundoora,House,08/10/2016
Bundoora,House,08/10/2016
Burwood,House,08/10/2016
Burwood East,House,08/10/2016
Burwood East,House,08/10/2016
Burwood East,House,08/10/2016
Burwood East,House,08/10/2016
Camberwell,House,08/10/2016
Camberwell,House,08/10/2016
Campbellfield,House,08/10/2016
Canterbury,House,08/10/2016
Canterbury,House,08/10/2016
Carlton North,Townhouse,08/10/2016
Caroline Springs,House,08/10/2016
Carrum,UniTownhouse,08/10/2016
Caulfield East,House,08/10/2016
Caulfield South,House,08/10/2016
Caulfield South,House,08/10/2016
Chadstone,UniTownhouse,08/10/2016
Chelsea,Townhouse,08/10/2016
Cheltenham,House,08/10/2016
Cheltenham,House,08/10/2016
Cheltenham,House,08/10/2016
Cheltenham,Townhouse,08/10/2016
Clarinda,House,08/10/2016
Clayton,House,08/10/2016
Clayton South,House,08/10/2016
Clayton South,House,08/10/2016
Clifton Hill,House,08/10/2016
Clifton Hill,House,08/10/2016
Clifton Hill,House,08/10/2016
Clifton Hill,House,08/10/2016
Clifton Hill,House,08/10/2016
Coburg,UniTownhouse,08/10/2016
Coburg,House,08/10/2016
Coburg,House,08/10/2016
Coburg,House,08/10/2016
Coburg,House,08/10/2016
Coburg North,House,08/10/2016
Coburg North,House,08/10/2016
Coburg North,House,08/10/2016
Coburg North,House,08/10/2016
Collingwood,House,08/10/2016
Collingwood,UniTownhouse,08/10/2016
Cremorne,House,08/10/2016
Cremorne,UniTownhouse,08/10/2016
Croydon,House,08/10/2016
Dallas,House,08/10/2016
Delahey,House,08/10/2016
Doncaster,House,08/10/2016
Doncaster,House,08/10/2016
Doncaster East,House,08/10/2016
Doncaster East,UniTownhouse,08/10/2016
Doncaster East,House,08/10/2016
Doncaster East,House,08/10/2016
Donvale,House,08/10/2016
Donvale,House,08/10/2016
East Melbourne,UniTownhouse,08/10/2016
East Melbourne,UniTownhouse,08/10/2016
Edithvale,House,08/10/2016
Edithvale,House,08/10/2016
Eltham North,House,08/10/2016
Eltham North,House,08/10/2016
Elwood,UniTownhouse,08/10/2016
Elwood,UniTownhouse,08/10/2016
Endeavour Hills,House,08/10/2016
Epping,House,08/10/2016
Epping,House,08/10/2016
Essendon,House,08/10/2016
Essendon,UniTownhouse,08/10/2016
Essendon,House,08/10/2016
Essendon,House,08/10/2016
Essendon,UniTownhouse,08/10/2016
Essendon West,House,08/10/2016
Ferntree Gully,House,08/10/2016
Fitzroy North,Townhouse,08/10/2016
Flemington,House,08/10/2016
Flemington,UniTownhouse,08/10/2016
Flemington,House,08/10/2016
Footscray,UniTownhouse,08/10/2016
Footscray,House,08/10/2016
Footscray,House,08/10/2016
Footscray,UniTownhouse,08/10/2016
Footscray,House,08/10/2016
Forest Hill,House,08/10/2016
Frankston,House,08/10/2016
Frankston South,House,08/10/2016
Gladstone Park,House,08/10/2016
Gladstone Park,House,08/10/2016
Glen Huntly,House,08/10/2016
Glen Huntly,House,08/10/2016
Glen Iris,House,08/10/2016
Glen Iris,House,08/10/2016
Glen Iris,House,08/10/2016
Glen Waverley,House,08/10/2016
Glen Waverley,House,08/10/2016
Glen Waverley,Townhouse,08/10/2016
Glen Waverley,House,08/10/2016
Glen Waverley,House,08/10/2016
Glen Waverley,House,08/10/2016
Glen Waverley,House,08/10/2016
Glen Waverley,House,08/10/2016
Glen Waverley,House,08/10/2016
Glenroy,House,08/10/2016
Glenroy,House,08/10/2016
Glenroy,House,08/10/2016
Glenroy,House,08/10/2016
Greensborough,House,08/10/2016
Greensborough,House,08/10/2016
Greensborough,House,08/10/2016
Hadfield,House,08/10/2016
Hampton East,House,08/10/2016
Hawthorn,UniTownhouse,08/10/2016
Hawthorn,House,08/10/2016
Hawthorn,House,08/10/2016
Hawthorn,House,08/10/2016
Hawthorn,House,08/10/2016
Hawthorn,UniTownhouse,08/10/2016
Hawthorn East,House,08/10/2016
Hawthorn East,House,08/10/2016
Hawthorn East,Townhouse,08/10/2016
Hawthorn East,Townhouse,08/10/2016
Heathmont,House,08/10/2016
Heidelberg West,House,08/10/2016
Heidelberg West,House,08/10/2016
Heidelberg West,House,08/10/2016
Highett,Townhouse,08/10/2016
Highett,House,08/10/2016
Hillside,House,08/10/2016
Hillside,House,08/10/2016
Hoppers Crossing,House,08/10/2016
Hoppers Crossing,House,08/10/2016
Hoppers Crossing,House,08/10/2016
Hoppers Crossing,House,08/10/2016
Hoppers Crossing,House,08/10/2016
Hughesdale,House,08/10/2016
Ivanhoe East,House,08/10/2016
Kealba,House,08/10/2016
Keilor Downs,House,08/10/2016
Keilor Downs,House,08/10/2016
Keilor East,Townhouse,08/10/2016
Keilor East,House,08/10/2016
Keilor East,Townhouse,08/10/2016
Keilor Park,House,08/10/2016
Kensington,House,08/10/2016
Kensington,House,08/10/2016
Kensington,House,08/10/2016
Kensington,House,08/10/2016
Kew,House,08/10/2016
Kew East,House,08/10/2016
Kew East,House,08/10/2016
Kingsbury,House,08/10/2016
Lalor,House,08/10/2016
Lalor,UniTownhouse,08/10/2016
Lalor,House,08/10/2016
Lysterfield,House,08/10/2016
MacLeod,UniTownhouse,08/10/2016
Maidstone,House,08/10/2016
Maidstone,House,08/10/2016
Malvern,UniTownhouse,08/10/2016
Malvern East,UniTownhouse,08/10/2016
Maribyrnong,House,08/10/2016
Maribyrnong,House,08/10/2016
Maribyrnong,House,08/10/2016
Melbourne,UniTownhouse,08/10/2016
Melton,House,08/10/2016
Mentone,Townhouse,08/10/2016
Mentone,UniTownhouse,08/10/2016
Mernda,Townhouse,08/10/2016
Mernda,House,08/10/2016
Middle Park,UniTownhouse,08/10/2016
Middle Park,House,08/10/2016
Mill Park,House,08/10/2016
Mitcham,House,08/10/2016
Mitcham,UniTownhouse,08/10/2016
Mitcham,House,08/10/2016
Moonee Ponds,House,08/10/2016
Moonee Ponds,UniTownhouse,08/10/2016
Moonee Ponds,House,08/10/2016
Moorabbin,UniTownhouse,08/10/2016
Moorabbin,House,08/10/2016
Mooroolbark,House,08/10/2016
Mordialloc,Townhouse,08/10/2016
Mordialloc,House,08/10/2016
Mount Waverley,Townhouse,08/10/2016
Mount Waverley,House,08/10/2016
Mount Waverley,House,08/10/2016
Mulgrave,House,08/10/2016
Mulgrave,House,08/10/2016
Mulgrave,UniTownhouse,08/10/2016
Murrumbeena,UniTownhouse,08/10/2016
Newport,House,08/10/2016
Newport,House,08/10/2016
Newport,House,08/10/2016
North Melbourne,UniTownhouse,08/10/2016
North Melbourne,UniTownhouse,08/10/2016
Northcote,House,08/10/2016
Northcote,Townhouse,08/10/2016
Northcote,House,08/10/2016
Notting Hill,House,08/10/2016
Nunawading,House,08/10/2016
Nunawading,House,08/10/2016
Nunawading,House,08/10/2016
Nunawading,House,08/10/2016
Oak Park,UniTownhouse,08/10/2016
Oakleigh,House,08/10/2016
Oakleigh East,House,08/10/2016
Oakleigh East,House,08/10/2016
Oakleigh East,Townhouse,08/10/2016
Oakleigh South,House,08/10/2016
Oakleigh South,House,08/10/2016
Oakleigh South,House,08/10/2016
Ormond,House,08/10/2016
Parkdale,UniTownhouse,08/10/2016
Parkville,House,08/10/2016
Parkville,UniTownhouse,08/10/2016
Pascoe Vale,House,08/10/2016
Pascoe Vale,House,08/10/2016
Point Cook,House,08/10/2016
Point Cook,House,08/10/2016
Port Melbourne,House,08/10/2016
Port Melbourne,UniTownhouse,08/10/2016
Prahran,UniTownhouse,08/10/2016
Prahran,UniTownhouse,08/10/2016
Prahran,House,08/10/2016
Preston,House,08/10/2016
Preston,House,08/10/2016
Preston,House,08/10/2016
Preston,House,08/10/2016
Preston,UniTownhouse,08/10/2016
Preston,House,08/10/2016
Preston,House,08/10/2016
Preston,House,08/10/2016
Reservoir,House,08/10/2016
Reservoir,House,08/10/2016
Reservoir,House,08/10/2016
Reservoir,UniTownhouse,08/10/2016
Reservoir,House,08/10/2016
Reservoir,UniTownhouse,08/10/2016
Reservoir,House,08/10/2016
Reservoir,UniTownhouse,08/10/2016
Reservoir,Townhouse,08/10/2016
Reservoir,House,08/10/2016
Reservoir,House,08/10/2016
Richmond,House,08/10/2016
Richmond,House,08/10/2016
Ringwood,House,08/10/2016
Ringwood East,House,08/10/2016
Ringwood North,House,08/10/2016
Rowville,House,08/10/2016
Roxburgh Park,House,08/10/2016
Roxburgh Park,House,08/10/2016
Sandringham,House,08/10/2016
Seaford,House,08/10/2016
Seddon,House,08/10/2016
South Melbourne,House,08/10/2016
South Morang,House,08/10/2016
South Morang,House,08/10/2016
South Morang,House,08/10/2016
South Morang,House,08/10/2016
South Yarra,UniTownhouse,08/10/2016
South Yarra,House,08/10/2016
South Yarra,Townhouse,08/10/2016
South Yarra,UniTownhouse,08/10/2016
South Yarra,UniTownhouse,08/10/2016
South Yarra,UniTownhouse,08/10/2016
Spotswood,House,08/10/2016
St Albans,House,08/10/2016
St Albans,House,08/10/2016
St Helena,House,08/10/2016
St Kilda,UniTownhouse,08/10/2016
St Kilda,UniTownhouse,08/10/2016
Sunshine North,House,08/10/2016
Sunshine North,House,08/10/2016
Sunshine West,House,08/10/2016
Sunshine West,House,08/10/2016
Surrey Hills,House,08/10/2016
Surrey Hills,House,08/10/2016
Surrey Hills,UniTownhouse,08/10/2016
Surrey Hills,Townhouse,08/10/2016
Tarneit,House,08/10/2016
Taylors Lakes,House,08/10/2016
Taylors Lakes,House,08/10/2016
Taylors Lakes,House,08/10/2016
Taylors Lakes,House,08/10/2016
Templestowe,House,08/10/2016
Templestowe,House,08/10/2016
Templestowe,Townhouse,08/10/2016
Templestowe,House,08/10/2016
Templestowe Lower,House,08/10/2016
Thomastown,House,08/10/2016
Thomastown,House,08/10/2016
Thomastown,House,08/10/2016
Thornbury,UniTownhouse,08/10/2016
Thornbury,House,08/10/2016
Toorak,UniTownhouse,08/10/2016
Toorak,UniTownhouse,08/10/2016
Tullamarine,Townhouse,08/10/2016
Vermont,House,08/10/2016
Vermont,House,08/10/2016
Vermont,House,08/10/2016
Vermont,House,08/10/2016
Vermont,House,08/10/2016
Vermont South,House,08/10/2016
Vermont South,House,08/10/2016
Vermont South,House,08/10/2016
Wantirna South,House,08/10/2016
Watsonia,House,08/10/2016
West Footscray,House,08/10/2016
West Footscray,House,08/10/2016
West Footscray,House,08/10/2016
West Melbourne,Townhouse,08/10/2016
Westmeadows,House,08/10/2016
Wheelers Hill,House,08/10/2016
Williamstown,House,08/10/2016
Williamstown,House,08/10/2016
Windsor,UniTownhouse,08/10/2016
Wollert,House,08/10/2016
Yarraville,House,08/10/2016
Yarraville,House,08/10/2016
Avondale Heights,House,09/06/2018
Broadmeadows,House,09/06/2018
Broadmeadows,House,09/06/2018
Bulleen,House,09/06/2018
Burwood,House,09/06/2018
Burwood East,House,09/06/2018
Carrum,Townhouse,09/06/2018
Clayton South,House,09/06/2018
Craigieburn,House,09/06/2018
Craigieburn,House,09/06/2018
Dandenong North,House,09/06/2018
Doncaster,Townhouse,09/06/2018
East Melbourne,UniTownhouse,09/06/2018
Elwood,UniTownhouse,09/06/2018
Epping,House,09/06/2018
Epping,House,09/06/2018
Fawkner,House,09/06/2018
Fitzroy North,House,09/06/2018
Glen Iris,House,09/06/2018
Glen Waverley,House,09/06/2018
Greenvale,House,09/06/2018
Greenvale,House,09/06/2018
Hawthorn East,Townhouse,09/06/2018
Highett,UniTownhouse,09/06/2018
Hillside,House,09/06/2018
Hoppers Crossing,House,09/06/2018
Hoppers Crossing,House,09/06/2018
Hughesdale,House,09/06/2018
Keilor East,UniTownhouse,09/06/2018
Lyndhurst,House,09/06/2018
Maribyrnong,UniTownhouse,09/06/2018
Melton,House,09/06/2018
Mentone,UniTownhouse,09/06/2018
Mitcham,Townhouse,09/06/2018
Mooroolbark,House,09/06/2018
Mooroolbark,House,09/06/2018
Mount Waverley,House,09/06/2018
Niddrie,UniTownhouse,09/06/2018
Oak Park,House,09/06/2018
Oakleigh East,UniTownhouse,09/06/2018
Plumpton,House,09/06/2018
Port Melbourne,UniTownhouse,09/06/2018
Reservoir,UniTownhouse,09/06/2018
Reservoir,Townhouse,09/06/2018
Reservoir,House,09/06/2018
Ringwood East,UniTownhouse,09/06/2018
South Morang,House,09/06/2018
South Morang,House,09/06/2018
St Albans,House,09/06/2018
Sunshine West,House,09/06/2018
Sunshine West,House,09/06/2018
Vermont South,Townhouse,09/06/2018
Werribee,House,09/06/2018
Werribee,House,09/06/2018
Wheelers Hill,House,09/06/2018
Wheelers Hill,House,09/06/2018
Williamstown,House,09/06/2018
Williamstown,House,09/06/2018
Aberfeldie,House,09/09/2017
Airport West,House,09/09/2017
Airport West,House,09/09/2017
Albert Park,House,09/09/2017
Albert Park,Townhouse,09/09/2017
Albion,UniTownhouse,09/09/2017
Alphington,House,09/09/2017
Alphington,Townhouse,09/09/2017
Ascot Vale,UniTownhouse,09/09/2017
Ashburton,House,09/09/2017
Ashwood,Townhouse,09/09/2017
Balwyn,UniTownhouse,09/09/2017
Balwyn,UniTownhouse,09/09/2017
Balwyn North,House,09/09/2017
Balwyn North,House,09/09/2017
Balwyn North,House,09/09/2017
Bayswater North,House,09/09/2017
Beaumaris,House,09/09/2017
Beaumaris,House,09/09/2017
Beaumaris,Townhouse,09/09/2017
Bentleigh,House,09/09/2017
Bentleigh,House,09/09/2017
Bentleigh,UniTownhouse,09/09/2017
Bentleigh,House,09/09/2017
Bentleigh,House,09/09/2017
Bentleigh,House,09/09/2017
Bentleigh East,House,09/09/2017
Bentleigh East,House,09/09/2017
Bentleigh East,House,09/09/2017
Bentleigh East,House,09/09/2017
Black Rock,House,09/09/2017
Black Rock,House,09/09/2017
Blackburn,House,09/09/2017
Blackburn,House,09/09/2017
Blackburn,House,09/09/2017
Blackburn North,House,09/09/2017
Boronia,House,09/09/2017
Braybrook,House,09/09/2017
Briar Hill,House,09/09/2017
Brighton,House,09/09/2017
Brighton,House,09/09/2017
Brighton,Townhouse,09/09/2017
Broadmeadows,UniTownhouse,09/09/2017
Broadmeadows,House,09/09/2017
Broadmeadows,UniTownhouse,09/09/2017
Broadmeadows,House,09/09/2017
Brunswick East,UniTownhouse,09/09/2017
Brunswick West,UniTownhouse,09/09/2017
Bundoora,UniTownhouse,09/09/2017
Bundoora,House,09/09/2017
Bundoora,House,09/09/2017
Burwood,House,09/09/2017
Camberwell,House,09/09/2017
Camberwell,House,09/09/2017
Camberwell,UniTownhouse,09/09/2017
Canterbury,House,09/09/2017
Canterbury,UniTownhouse,09/09/2017
Canterbury,House,09/09/2017
Canterbury,House,09/09/2017
Carlton,House,09/09/2017
Carlton North,House,09/09/2017
Carnegie,UniTownhouse,09/09/2017
Carnegie,UniTownhouse,09/09/2017
Carnegie,UniTownhouse,09/09/2017
Carrum,House,09/09/2017
Caulfield,UniTownhouse,09/09/2017
Caulfield South,UniTownhouse,09/09/2017
Chadstone,House,09/09/2017
Chelsea,House,09/09/2017
Cheltenham,House,09/09/2017
Cheltenham,UniTownhouse,09/09/2017
Clayton South,House,09/09/2017
Clayton South,House,09/09/2017
Clayton South,House,09/09/2017
Clifton Hill,House,09/09/2017
Coburg,House,09/09/2017
Coburg,House,09/09/2017
Coburg,Townhouse,09/09/2017
Craigieburn,House,09/09/2017
Croydon South,House,09/09/2017
Dallas,Townhouse,09/09/2017
Deer Park,House,09/09/2017
Diamond Creek,House,09/09/2017
Dingley Village,House,09/09/2017
Doncaster,House,09/09/2017
Doncaster,House,09/09/2017
Doncaster East,House,09/09/2017
Doncaster East,House,09/09/2017
Doncaster East,House,09/09/2017
Doncaster East,House,09/09/2017
Donvale,UniTownhouse,09/09/2017
Doreen,House,09/09/2017
Doreen,House,09/09/2017
Doveton,House,09/09/2017
Eaglemont,House,09/09/2017
Edithvale,UniTownhouse,09/09/2017
Elsternwick,House,09/09/2017
Eltham,UniTownhouse,09/09/2017
Elwood,House,09/09/2017
Epping,House,09/09/2017
Epping,UniTownhouse,09/09/2017
Epping,House,09/09/2017
Epping,UniTownhouse,09/09/2017
Essendon,House,09/09/2017
Essendon,House,09/09/2017
Essendon West,House,09/09/2017
Fairfield,House,09/09/2017
Fairfield,UniTownhouse,09/09/2017
Fairfield,House,09/09/2017
Fawkner,UniTownhouse,09/09/2017
Ferntree Gully,House,09/09/2017
Ferntree Gully,House,09/09/2017
Fitzroy,House,09/09/2017
Fitzroy North,House,09/09/2017
Flemington,House,09/09/2017
Footscray,UniTownhouse,09/09/2017
Frankston,House,09/09/2017
Gisborne,House,09/09/2017
Gladstone Park,House,09/09/2017
Gladstone Park,House,09/09/2017
Glen Iris,House,09/09/2017
Glen Iris,UniTownhouse,09/09/2017
Glen Iris,Townhouse,09/09/2017
Glen Iris,UniTownhouse,09/09/2017
Glen Iris,House,09/09/2017
Glen Iris,Townhouse,09/09/2017
Glen Waverley,House,09/09/2017
Glen Waverley,Townhouse,09/09/2017
Glen Waverley,House,09/09/2017
Glen Waverley,House,09/09/2017
Glenroy,House,09/09/2017
Glenroy,Townhouse,09/09/2017
Glenroy,Townhouse,09/09/2017
Glenroy,House,09/09/2017
Greenvale,House,09/09/2017
Hadfield,House,09/09/2017
Hawthorn,House,09/09/2017
Hawthorn,UniTownhouse,09/09/2017
Hawthorn East,UniTownhouse,09/09/2017
Hawthorn East,House,09/09/2017
Hawthorn East,House,09/09/2017
Hawthorn East,House,09/09/2017
Hawthorn East,House,09/09/2017
Heathmont,House,09/09/2017
Heathmont,House,09/09/2017
Heidelberg,UniTownhouse,09/09/2017
Heidelberg,House,09/09/2017
Heidelberg Heights,House,09/09/2017
Heidelberg Heights,House,09/09/2017
Highett,UniTownhouse,09/09/2017
Hillside,House,09/09/2017
Hillside,House,09/09/2017
Hoppers Crossing,House,09/09/2017
Hoppers Crossing,UniTownhouse,09/09/2017
Hurstbridge,House,09/09/2017
Ivanhoe,Townhouse,09/09/2017
Ivanhoe East,House,09/09/2017
Keilor,House,09/09/2017
Keilor Downs,House,09/09/2017
Keilor East,House,09/09/2017
Keilor East,House,09/09/2017
Keilor East,House,09/09/2017
Keilor East,House,09/09/2017
Keilor East,House,09/09/2017
Kensington,House,09/09/2017
Kew,UniTownhouse,09/09/2017
Kew,House,09/09/2017
Kew,House,09/09/2017
Kew,House,09/09/2017
Kew East,House,09/09/2017
Kingsville,House,09/09/2017
Kingsville,UniTownhouse,09/09/2017
Lalor,House,09/09/2017
Lalor,House,09/09/2017
MacLeod,Townhouse,09/09/2017
MacLeod,House,09/09/2017
Maidstone,House,09/09/2017
Malvern,House,09/09/2017
Malvern East,House,09/09/2017
Malvern East,House,09/09/2017
Malvern East,UniTownhouse,09/09/2017
Malvern East,House,09/09/2017
Malvern East,House,09/09/2017
Malvern East,House,09/09/2017
Malvern East,House,09/09/2017
Maribyrnong,House,09/09/2017
Maribyrnong,UniTownhouse,09/09/2017
McKinnon,House,09/09/2017
McKinnon,House,09/09/2017
Meadow Heights,House,09/09/2017
Meadow Heights,House,09/09/2017
Melbourne,UniTownhouse,09/09/2017
Melton South,House,09/09/2017
Mentone,Townhouse,09/09/2017
Mernda,House,09/09/2017
Mernda,House,09/09/2017
Mernda,House,09/09/2017
Mernda,House,09/09/2017
Middle Park,House,09/09/2017
Mill Park,House,09/09/2017
Mill Park,House,09/09/2017
Mill Park,House,09/09/2017
Mill Park,House,09/09/2017
Mitcham,Townhouse,09/09/2017
Mitcham,Townhouse,09/09/2017
Mitcham,House,09/09/2017
Montmorency,House,09/09/2017
Moonee Ponds,House,09/09/2017
Moonee Ponds,House,09/09/2017
Moonee Ponds,House,09/09/2017
Mooroolbark,House,09/09/2017
Mordialloc,House,09/09/2017
Mount Waverley,UniTownhouse,09/09/2017
Mulgrave,House,09/09/2017
Mulgrave,House,09/09/2017
Murrumbeena,House,09/09/2017
Murrumbeena,House,09/09/2017
Murrumbeena,Townhouse,09/09/2017
Newport,House,09/09/2017
Newport,House,09/09/2017
Newport,Townhouse,09/09/2017
Niddrie,House,09/09/2017
North Warrandyte,House,09/09/2017
Northcote,House,09/09/2017
Northcote,UniTownhouse,09/09/2017
Northcote,UniTownhouse,09/09/2017
Northcote,UniTownhouse,09/09/2017
Northcote,House,09/09/2017
Oakleigh South,House,09/09/2017
Parkdale,House,09/09/2017
Parkdale,House,09/09/2017
Parkdale,Townhouse,09/09/2017
Pascoe Vale,House,09/09/2017
Pascoe Vale,UniTownhouse,09/09/2017
Pascoe Vale,UniTownhouse,09/09/2017
Pascoe Vale,House,09/09/2017
Pascoe Vale,House,09/09/2017
Port Melbourne,House,09/09/2017
Port Melbourne,House,09/09/2017
Port Melbourne,House,09/09/2017
Port Melbourne,House,09/09/2017
Prahran,House,09/09/2017
Prahran,UniTownhouse,09/09/2017
Prahran,House,09/09/2017
Prahran,UniTownhouse,09/09/2017
Preston,House,09/09/2017
Preston,House,09/09/2017
Preston,House,09/09/2017
Reservoir,House,09/09/2017
Reservoir,House,09/09/2017
Reservoir,House,09/09/2017
Reservoir,Townhouse,09/09/2017
Reservoir,UniTownhouse,09/09/2017
Richmond,House,09/09/2017
Richmond,House,09/09/2017
Richmond,Townhouse,09/09/2017
Ringwood,House,09/09/2017
Ringwood East,House,09/09/2017
Ringwood North,House,09/09/2017
Rowville,House,09/09/2017
Roxburgh Park,House,09/09/2017
Roxburgh Park,House,09/09/2017
Roxburgh Park,House,09/09/2017
Roxburgh Park,House,09/09/2017
Sandringham,House,09/09/2017
Sandringham,House,09/09/2017
Sandringham,House,09/09/2017
Sandringham,House,09/09/2017
Seaford,House,09/09/2017
Seddon,House,09/09/2017
South Kingsville,House,09/09/2017
South Melbourne,House,09/09/2017
South Melbourne,House,09/09/2017
South Melbourne,UniTownhouse,09/09/2017
South Morang,House,09/09/2017
