Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Propertycount
St Kilda,3,u,1000000,SP,22/04/2017,6.1,3182,3,1,0,0,115,Port Phillip,13240
St Kilda,2,u,902000,S,29/04/2017,6.1,3182,2,1,1,18,,Port Phillip,13240
St Kilda,3,u,1190000,S,29/04/2017,6.1,3182,3,1,1,460,140,Port Phillip,13240
St Kilda,2,h,920000,S,29/04/2017,6.1,3182,2,1,0,190,,Port Phillip,13240
St Kilda,2,u,482000,S,29/04/2017,6.1,3182,2,1,1,0,54,Port Phillip,13240
St Kilda,4,h,2260000,S,29/04/2017,6.1,3182,4,2,1,297,,Port Phillip,13240
Strathmore,4,h,810000,PI,06/05/2017,9.7,3041,4,1,1,543,137,Moonee Valley,3284
Strathmore,3,h,1021000,S,08/04/2017,9.7,3041,3,2,2,371,183,Moonee Valley,3284
Strathmore,3,t,925000,S,08/04/2017,9.7,3041,3,3,1,555,293,Moonee Valley,3284
Strathmore,5,h,910000,SP,08/04/2017,9.7,3041,5,2,2,533,204,Moonee Valley,3284
Strathmore,3,h,900000,VB,13/05/2017,9.7,3041,3,1,2,531,,Moonee Valley,3284
Strathmore,3,h,995000,SP,20/05/2017,9.7,3041,3,2,3,653,,Moonee Valley,3284
Strathmore,5,h,1150000,SP,20/05/2017,9.7,3041,5,2,2,702,,Moonee Valley,3284
Sunshine,3,h,940000,S,06/05/2017,12.6,3020,3,2,2,572,190,Brimbank,3755
Sunshine,4,h,726000,S,06/05/2017,12.6,3020,4,2,0,567,95,Brimbank,3755
Sunshine,3,h,950000,S,06/05/2017,12.6,3020,3,1,1,725,,Brimbank,3755
Sunshine,4,h,760000,S,08/04/2017,12.6,3020,4,1,5,650,,Brimbank,3755
Sunshine,4,h,990000,S,08/04/2017,12.6,3020,4,1,6,654,189,Brimbank,3755
Sunshine,3,h,651500,S,08/04/2017,12.6,3020,3,1,1,555,,Brimbank,3755
Sunshine,4,h,970000,S,22/04/2017,12.6,3020,4,1,4,615,,Brimbank,3755
Sunshine,3,h,841000,S,22/04/2017,12.6,3020,3,1,2,557,,Brimbank,3755
Sunshine,3,h,710000,S,29/04/2017,12.6,3020,3,1,0,483,93.84,Brimbank,3755
Sunshine,3,h,840000,PI,29/04/2017,12.6,3020,3,1,1,462,108,Brimbank,3755
Sunshine,3,h,660000,S,29/04/2017,12.6,3020,3,2,2,660,,Brimbank,3755
Sunshine,3,h,692000,S,29/04/2017,12.6,3020,3,1,1,485,,Brimbank,3755
Sunshine North,3,h,830000,S,06/05/2017,13.3,3020,3,1,2,608,,Brimbank,4217
Sunshine North,3,h,600000,S,06/05/2017,13.3,3020,3,1,2,465,,Brimbank,4217
Sunshine North,3,h,718000,S,13/05/2017,13.3,3020,3,1,2,551,,Brimbank,4217
Sunshine North,4,h,775000,S,29/04/2017,13.3,3020,4,1,2,665,147,Brimbank,4217
Sunshine North,3,h,490000,PI,29/04/2017,13.3,3020,3,1,1,546,145,Brimbank,4217
Sunshine West,3,h,716000,S,06/05/2017,13.5,3020,3,1,1,534,120,Brimbank,6763
Sunshine West,3,h,511000,S,08/04/2017,13.5,3020,3,2,2,519,,Brimbank,6763
Sunshine West,4,h,515000,SP,08/04/2017,13.5,3020,4,2,2,332,159,Brimbank,6763
Sunshine West,3,h,530000,S,08/04/2017,13.5,3020,3,1,1,573,119,Brimbank,6763
Sunshine West,4,h,685000,S,13/05/2017,13.5,3020,4,2,2,572,184,Brimbank,6763
Sunshine West,3,h,700000,PI,22/04/2017,13.5,3020,3,1,2,701,,Brimbank,6763
Sunshine West,3,t,521000,S,29/04/2017,13.5,3020,3,3,2,134,124.45,Brimbank,6763
Sunshine West,3,h,571000,S,29/04/2017,13.5,3020,3,1,1,757,100,Brimbank,6763
Sunshine West,3,h,710000,SP,29/04/2017,13.5,3020,3,1,4,990,,Brimbank,6763
Surrey Hills,2,u,682000,S,06/05/2017,11.2,3127,2,1,2,119,,Whitehorse,5457
Surrey Hills,2,u,825000,S,13/05/2017,11.2,3127,2,1,2,180,85,Whitehorse,5457
Surrey Hills,3,h,1525000,S,13/05/2017,11.2,3127,3,2,2,347,195,Whitehorse,5457
Surrey Hills,2,h,1260000,SP,13/05/2017,11.2,3127,2,1,0,269,124,Boroondara,5457
Surrey Hills,4,h,2360000,S,13/05/2017,11.2,3127,4,2,2,764,265,Boroondara,5457
Surrey Hills,2,h,1250000,SP,20/05/2017,11.2,3127,2,2,1,323,96,Boroondara,5457
Surrey Hills,4,h,1490000,S,20/05/2017,11.2,3127,4,1,4,605,,Whitehorse,5457
Surrey Hills,4,h,1600000,PI,20/05/2017,11.2,3127,4,1,2,600,186,Boroondara,5457
Surrey Hills,3,h,1652000,S,20/05/2017,11.2,3127,3,2,2,368,150,Boroondara,5457
Surrey Hills,4,h,2370000,PI,29/04/2017,11.2,3127,4,3,2,773,300,Boroondara,5457
Templestowe Lower,3,t,940000,PI,06/05/2017,13.8,3107,3,2,3,281,,Manningham,5420
Templestowe Lower,3,h,1503500,S,06/05/2017,13.8,3107,3,1,1,907,,Manningham,5420
Templestowe Lower,3,t,950000,VB,08/04/2017,13.8,3107,3,2,2,306,,Manningham,5420
Templestowe Lower,3,h,1370000,S,08/04/2017,13.8,3107,3,1,2,743,,Manningham,5420
Templestowe Lower,4,h,1181000,SP,13/05/2017,13.8,3107,4,2,2,805,,Manningham,5420
Templestowe Lower,3,h,1385000,S,13/05/2017,13.8,3107,3,1,2,745,,Manningham,5420
Templestowe Lower,3,h,1180000,S,20/05/2017,13.8,3107,3,1,3,655,,Manningham,5420
Templestowe Lower,4,h,1302000,S,22/04/2017,13.8,3107,4,2,2,650,,Manningham,5420
Templestowe Lower,5,h,1775000,S,29/04/2017,13.8,3107,5,4,2,501,,Manningham,5420
Thornbury,3,h,1750000,S,06/05/2017,6.5,3071,3,1,3,712,,Darebin,8870
Thornbury,3,h,1345000,S,08/04/2017,6.5,3071,3,2,4,584,,Darebin,8870
Thornbury,3,h,1080000,S,08/04/2017,6.5,3071,3,1,1,408,,Darebin,8870
Thornbury,3,h,1195000,S,08/04/2017,6.5,3071,3,1,2,463,131,Darebin,8870
Thornbury,2,u,716000,S,08/04/2017,6.5,3071,2,1,1,0,87,Darebin,8870
Thornbury,3,t,865000,S,13/05/2017,6.5,3071,3,2,2,194,,Darebin,8870
Thornbury,2,u,462000,S,13/05/2017,6.5,3071,2,1,1,0,,Darebin,8870
Thornbury,3,h,1100000,PI,13/05/2017,6.5,3071,3,2,1,359,,Darebin,8870
Thornbury,4,h,1635000,S,13/05/2017,6.5,3071,4,2,2,464,,Darebin,8870
Thornbury,3,t,998000,SP,13/05/2017,6.5,3071,3,2,1,0,166,Darebin,8870
Thornbury,2,u,600000,S,20/05/2017,6.5,3071,2,1,1,0,59,Darebin,8870
Thornbury,3,h,1346000,S,20/05/2017,6.5,3071,3,2,2,349,130,Darebin,8870
Thornbury,3,h,1130000,S,20/05/2017,6.5,3071,3,1,1,381,,Darebin,8870
Thornbury,3,h,1275000,PI,20/05/2017,6.5,3071,3,1,2,517,115,Darebin,8870
Thornbury,3,h,1200000,S,20/05/2017,6.5,3071,3,1,1,447,,Darebin,8870
Thornbury,2,h,915000,S,22/04/2017,6.5,3071,2,1,1,502,,Darebin,8870
Thornbury,1,u,300000,SP,22/04/2017,6.5,3071,1,1,1,948,,Darebin,8870
Thornbury,3,u,880000,SP,29/04/2017,6.5,3071,3,1,2,242,117,Darebin,8870
Thornbury,2,t,960000,S,29/04/2017,6.5,3071,2,2,2,158,133,Darebin,8870
Thornbury,2,h,1260000,S,29/04/2017,6.5,3071,2,1,0,317,96,Darebin,8870
Thornbury,2,h,1100000,SP,29/04/2017,6.5,3071,3,1,1,330,132,Darebin,8870
Viewbank,3,h,810000,VB,06/05/2017,13.8,3084,3,1,1,667,,Banyule,2698
Viewbank,4,h,1140000,S,08/04/2017,13.8,3084,4,2,4,863,,Banyule,2698
Viewbank,4,h,1003000,S,20/05/2017,13.8,3084,4,2,2,619,,Banyule,2698
Viewbank,4,h,1155000,PI,22/04/2017,13.8,3084,4,2,3,780,217,Banyule,2698
Watsonia,3,h,880000,S,06/05/2017,14.9,3087,3,1,4,555,,Banyule,2329
Watsonia,5,h,826000,S,06/05/2017,14.9,3087,5,1,2,545,132,Banyule,2329
Watsonia,4,h,952000,S,08/04/2017,14.9,3087,4,2,2,729,,Banyule,2329
Watsonia,3,h,677500,S,08/04/2017,14.9,3087,3,1,2,245,,Banyule,2329
Watsonia,4,h,761000,S,22/04/2017,14.9,3087,4,1,2,696,123,Banyule,2329
Watsonia,3,h,715000,SP,22/04/2017,14.9,3087,3,1,2,312,,Banyule,2329
Watsonia,4,h,932500,S,22/04/2017,14.9,3087,4,2,2,585,180,Banyule,2329
Watsonia,3,h,895000,S,29/04/2017,14.9,3087,3,1,2,775,,Banyule,2329
West Footscray,4,h,1435000,S,06/05/2017,8.2,3012,4,2,2,523,244,Maribyrnong,5058
West Footscray,2,h,470000,SP,06/05/2017,8.2,3012,2,1,1,0,77,Maribyrnong,5058
West Footscray,2,h,502000,S,06/05/2017,8.2,3012,2,1,1,2701,79,Maribyrnong,5058
West Footscray,3,u,580000,SP,08/04/2017,8.2,3012,2,1,0,183,104,Maribyrnong,5058
West Footscray,1,u,375000,S,08/04/2017,8.2,3012,1,1,1,60,,Maribyrnong,5058
West Footscray,2,h,650000,VB,08/04/2017,8.2,3012,2,1,1,452,,Maribyrnong,5058
West Footscray,3,t,815000,S,08/04/2017,8.2,3012,3,1,2,203,3,Maribyrnong,5058
West Footscray,4,h,970000,PI,08/04/2017,8.2,3012,4,1,2,528,143,Maribyrnong,5058
West Footscray,4,h,1325000,S,08/04/2017,8.2,3012,4,2,4,525,188,Maribyrnong,5058
West Footscray,3,h,890000,S,13/05/2017,8.2,3012,3,1,3,334,,Maribyrnong,5058
West Footscray,3,h,900000,S,20/05/2017,8.2,3012,3,1,0,218,,Maribyrnong,5058
West Footscray,2,u,266000,S,20/05/2017,8.2,3012,2,1,1,1059,65,Maribyrnong,5058
West Footscray,3,h,830000,PI,20/05/2017,8.2,3012,3,1,0,370,,Maribyrnong,5058
West Footscray,2,h,888000,PI,20/05/2017,8.2,3012,2,1,2,401,113.81,Maribyrnong,5058
West Footscray,3,h,1040000,S,20/05/2017,8.2,3012,3,1,1,330,,Maribyrnong,5058
West Footscray,2,u,490000,S,22/04/2017,8.2,3012,2,1,1,117,,Maribyrnong,5058
West Footscray,3,h,935000,S,22/04/2017,8.2,3012,3,1,2,325,102,Maribyrnong,5058
West Footscray,3,h,975000,S,22/04/2017,8.2,3012,3,1,0,318,,Maribyrnong,5058
West Footscray,1,u,185000,PI,29/04/2017,8.2,3012,1,1,1,0,,Maribyrnong,5058
Williamstown,4,h,2165000,SP,06/05/2017,8,3016,4,2,2,450,190,Hobsons Bay,6380
Williamstown,3,h,1245000,S,06/05/2017,8,3016,3,2,2,292,117,Hobsons Bay,6380
Williamstown,4,h,2075000,SP,06/05/2017,8,3016,4,3,2,324,229,Hobsons Bay,6380
Williamstown,2,u,543000,S,08/04/2017,8,3016,2,1,1,0,78,Hobsons Bay,6380
Williamstown,3,h,1150000,SP,08/04/2017,8,3016,3,1,0,308,120,Hobsons Bay,6380
Williamstown,3,h,1290000,S,08/04/2017,8,3016,3,1,0,273,,Hobsons Bay,6380
Williamstown,2,h,1000000,S,13/05/2017,8,3016,2,1,2,447,,Hobsons Bay,6380
Williamstown,5,h,2040000,S,13/05/2017,8,3016,5,3,2,531,288,Hobsons Bay,6380
Williamstown,4,h,1412000,SP,13/05/2017,8,3016,4,2,4,551,,Hobsons Bay,6380
Williamstown,2,u,465000,S,13/05/2017,8,3016,2,1,1,0,78,Hobsons Bay,6380
Williamstown,2,h,855000,S,20/05/2017,8,3016,2,1,1,160,,Hobsons Bay,6380
Williamstown,2,u,550000,SP,22/04/2017,8,3016,2,1,2,0,65,Hobsons Bay,6380
Williamstown,2,u,490000,S,22/04/2017,8,3016,2,1,1,0,,Hobsons Bay,6380
Williamstown,4,h,1200000,SP,29/04/2017,8,3016,4,3,2,183,191,Hobsons Bay,6380
Williamstown,3,h,1330000,S,29/04/2017,8,3016,3,2,2,184,,Hobsons Bay,6380
Williamstown,4,h,1500000,VB,29/04/2017,8,3016,4,3,2,450,,Hobsons Bay,6380
Williamstown,4,h,1630000,S,29/04/2017,8,3016,4,2,2,260,,Hobsons Bay,6380
Yarraville,3,h,935000,S,06/05/2017,7,3013,3,1,0,212,,Maribyrnong,6543
Yarraville,3,h,990000,S,06/05/2017,7,3013,3,1,2,340,119,Maribyrnong,6543
Yarraville,2,h,950000,SP,06/05/2017,7,3013,2,1,0,94,,Maribyrnong,6543
Yarraville,2,h,1196000,S,08/04/2017,7,3013,2,1,2,451,,Maribyrnong,6543
Yarraville,2,h,470000,S,08/04/2017,7,3013,2,1,1,79,,Maribyrnong,6543
Yarraville,3,h,1131500,SP,08/04/2017,7,3013,3,1,1,248,,Maribyrnong,6543
Yarraville,4,h,2035000,S,08/04/2017,7,3013,4,2,0,607,201,Maribyrnong,6543
Yarraville,3,h,935000,S,08/04/2017,7,3013,3,1,0,198,98,Maribyrnong,6543
Yarraville,3,h,892000,S,13/05/2017,7,3013,3,1,2,449,106.76,Maribyrnong,6543
Yarraville,4,h,985500,S,13/05/2017,7,3013,4,1,5,445,139,Maribyrnong,6543
Yarraville,2,u,650000,SP,13/05/2017,7,3013,2,2,2,0,92,Maribyrnong,6543
Yarraville,3,t,1070000,S,13/05/2017,7,3013,3,2,2,257,,Maribyrnong,6543
Yarraville,2,u,397000,S,13/05/2017,7,3013,2,1,1,0,68,Maribyrnong,6543
Yarraville,2,h,1035000,S,20/05/2017,7,3013,2,1,3,469,,Maribyrnong,6543
Yarraville,3,h,1370000,S,20/05/2017,7,3013,3,2,2,389,,Maribyrnong,6543
Yarraville,2,h,650000,PI,20/05/2017,7,3013,2,1,2,304,81,Maribyrnong,6543
Yarraville,2,h,820000,PI,20/05/2017,7,3013,2,1,0,211,,Maribyrnong,6543
Yarraville,3,h,750000,PI,20/05/2017,7,3013,3,2,1,390,126,Maribyrnong,6543
Yarraville,2,u,497600,SP,20/05/2017,7,3013,2,1,1,0,,Maribyrnong,6543
Yarraville,3,h,970000,S,20/05/2017,7,3013,3,2,0,354,135,Maribyrnong,6543
Yarraville,2,h,1256000,S,22/04/2017,7,3013,2,1,3,531,111,Maribyrnong,6543
Yarraville,3,t,1120000,S,22/04/2017,7,3013,3,2,0,152,170,Maribyrnong,6543
Yarraville,3,h,1425000,PI,29/04/2017,7,3013,3,3,2,305,220,Maribyrnong,6543
Yarraville,3,h,872500,SP,29/04/2017,7,3013,3,1,2,189,85,Maribyrnong,6543
Yarraville,4,h,1455000,S,29/04/2017,7,3013,4,1,1,328,140,Maribyrnong,6543
Yarraville,1,u,331000,S,29/04/2017,7,3013,1,1,1,0,54,Maribyrnong,6543
Yarraville,3,h,950000,S,29/04/2017,7,3013,3,2,2,287,210.68,Maribyrnong,6543
Abbotsford,3,h,1000000,SP,08/04/2017,2.5,3067,3,1,0,198,98,Yarra,4019
Abbotsford,2,u,870000,S,20/05/2017,2.5,3067,2,2,1,0,86,Yarra,4019
Abbotsford,2,h,1050000,S,29/04/2017,2.5,3067,2,1,0,129,128,Yarra,4019
Abbotsford,2,h,1242000,S,29/04/2017,2.5,3067,2,1,1,249,98,Yarra,4019
Abbotsford,3,h,1165000,S,29/04/2017,2.5,3067,3,2,0,92,114,Yarra,4019
Airport West,3,h,872500,S,08/04/2017,13.5,3042,3,1,1,594,,Moonee Valley,3464
Airport West,3,h,720000,S,08/04/2017,13.5,3042,3,2,2,305,136,Moonee Valley,3464
Airport West,3,h,985000,S,29/04/2017,13.5,3042,3,1,1,841,,Moonee Valley,3464
Airport West,3,h,510000,VB,29/04/2017,13.5,3042,3,1,1,488,217,Moonee Valley,3464
Airport West,2,u,480000,VB,29/04/2017,13.5,3042,2,1,1,128,92,Moonee Valley,3464
Albion,3,h,800000,S,08/04/2017,13.9,3020,4,2,5,689,128,Brimbank,2185
Albion,2,u,420000,S,13/05/2017,13.9,3020,2,1,1,192,88,Brimbank,2185
Albion,3,h,700000,S,13/05/2017,13.9,3020,3,1,2,697,,Brimbank,2185
Albion,3,u,580000,PI,13/05/2017,13.9,3020,3,2,2,250,129,Brimbank,2185
Albion,1,u,200000,VB,20/05/2017,13.9,3020,1,1,1,1175,35,Brimbank,2185
Albion,3,h,621000,S,20/05/2017,13.9,3020,3,1,3,547,140,Brimbank,2185
Albion,3,u,600000,SA,20/05/2017,13.9,3020,3,1,1,181,129,Brimbank,2185
Altona,3,h,840000,SP,08/04/2017,13.8,3018,3,1,2,577,,Hobsons Bay,5301
Altona,5,h,1480000,SP,13/05/2017,13.8,3018,5,3,4,725,201,Hobsons Bay,5301
Altona,2,t,600000,SP,20/05/2017,13.8,3018,2,1,2,190,,Hobsons Bay,5301
Altona,2,t,597500,S,22/04/2017,13.8,3018,2,1,2,178,,Hobsons Bay,5301
Altona,3,h,1165000,S,29/04/2017,13.8,3018,3,1,2,700,,Hobsons Bay,5301
Altona,4,h,1295000,S,29/04/2017,13.8,3018,3,1,2,725,,Hobsons Bay,5301
Ashburton,2,h,1450000,S,08/04/2017,11,3147,2,1,1,627,,Boroondara,3052
Ashburton,2,u,925000,S,08/04/2017,11,3147,2,1,2,257,,Boroondara,3052
Ashburton,4,h,2220000,S,13/05/2017,11,3147,4,3,2,480,244,Boroondara,3052
Ashburton,3,h,1912500,S,22/04/2017,11,3147,3,2,2,869,,Boroondara,3052
Ashburton,4,h,2085000,PI,29/04/2017,11,3147,4,2,2,705,,Boroondara,3052
Balwyn,3,h,1380000,S,08/04/2017,9.7,3103,3,2,1,548,,Boroondara,5682
Balwyn,2,u,825000,PI,20/05/2017,9.7,3103,2,2,2,288,,Boroondara,5682
Balwyn,3,h,1670000,PI,22/04/2017,9.7,3103,3,1,1,534,,Boroondara,5682
Balwyn,3,t,1680000,S,22/04/2017,9.7,3103,3,3,1,329,178,Boroondara,5682
Brooklyn,2,h,1005000,S,22/04/2017,10.9,3012,2,1,2,780,156,Hobsons Bay,962
Carlton,3,u,1520000,S,08/04/2017,1.8,3053,3,2,2,214,,Melbourne,6786
Carlton,2,t,960000,VB,20/05/2017,1.8,3053,2,2,1,0,90,Melbourne,6786
Carlton,2,u,995000,S,22/04/2017,1.8,3053,2,2,1,0,110,Melbourne,6786
Carlton,1,u,490000,S,29/04/2017,1.8,3053,1,1,1,0,51,Melbourne,6786
Carlton,2,u,500000,VB,29/04/2017,1.8,3053,2,1,1,4076,,Melbourne,6786
Eaglemont,4,h,1750000,VB,20/05/2017,10.3,3084,4,2,2,707,217,Banyule,1651
Eaglemont,5,h,2710000,PI,29/04/2017,10.3,3084,5,3,2,1001,,Banyule,1651
East Melbourne,1,u,503000,S,08/04/2017,1.5,3002,1,1,1,0,,Melbourne,3040
East Melbourne,2,u,810000,S,13/05/2017,1.5,3002,2,1,1,944,,Melbourne,3040
East Melbourne,4,h,4275000,S,20/05/2017,1.5,3002,4,2,2,326,,Melbourne,3040
Elsternwick,1,u,385000,S,08/04/2017,8.5,3185,1,1,1,1851,,Glen Eira,4898
Elsternwick,3,t,850000,VB,08/04/2017,8.5,3185,3,2,2,114,145,Glen Eira,4898
Elsternwick,2,u,740000,SP,08/04/2017,8.5,3185,2,1,1,0,97,Glen Eira,4898
Elsternwick,3,h,1940000,S,20/05/2017,8.5,3185,3,2,2,439,,Glen Eira,4898
Elsternwick,2,u,595000,S,29/04/2017,8.5,3185,2,1,1,0,,Glen Eira,4898
Elsternwick,2,u,632500,S,29/04/2017,8.5,3185,2,1,1,0,76,Glen Eira,4898
Elwood,2,u,687000,SP,08/04/2017,7.7,3184,2,1,1,1912,,Port Phillip,8989
Elwood,2,u,1260000,S,08/04/2017,7.7,3184,2,2,2,626,125,Port Phillip,8989
Elwood,2,u,695000,S,08/04/2017,7.7,3184,2,1,1,845,,Port Phillip,8989
Elwood,3,u,950000,S,13/05/2017,7.7,3184,3,1,1,0,,Port Phillip,8989
Elwood,1,u,360000,S,13/05/2017,7.7,3184,1,1,0,0,39.5,Port Phillip,8989
Elwood,3,h,1875000,VB,13/05/2017,7.7,3184,3,2,2,270,,Port Phillip,8989
Elwood,2,u,642000,S,20/05/2017,7.7,3184,2,1,0,0,,Port Phillip,8989
Elwood,3,h,1520000,S,20/05/2017,7.7,3184,3,2,1,362,138,Port Phillip,8989
Elwood,5,h,2275000,S,20/05/2017,7.7,3184,5,2,1,399,,Port Phillip,8989
Elwood,2,u,800000,SP,20/05/2017,7.7,3184,2,2,2,0,92,Port Phillip,8989
Elwood,2,u,500000,SA,20/05/2017,7.7,3184,2,1,1,0,76,Port Phillip,8989
Elwood,1,u,490000,VB,29/04/2017,7.7,3184,1,1,1,0,53,Port Phillip,8989
Essendon North,4,h,1291000,S,08/04/2017,9.4,3041,4,2,2,521,157,Moonee Valley,1308
Essendon North,2,t,810000,S,20/05/2017,9.4,3041,2,2,1,175,,Moonee Valley,1308
Essendon North,2,u,415500,S,22/04/2017,9.4,3041,2,1,1,82,,Moonee Valley,1308
Fitzroy,2,t,1100000,VB,08/04/2017,1.6,3065,2,2,1,81,136,Yarra,5825
Fitzroy,2,t,1350000,S,08/04/2017,1.6,3065,2,1,2,6261,117,Yarra,5825
Fitzroy,2,u,600000,VB,08/04/2017,1.6,3065,2,1,1,2122,,Yarra,5825
Fitzroy,2,h,1350000,VB,13/05/2017,1.6,3065,2,1,0,131,110,Yarra,5825
Fitzroy,3,h,2725000,S,13/05/2017,1.6,3065,3,2,1,0,,Yarra,5825
Fitzroy,2,t,1050000,S,20/05/2017,1.6,3065,2,1,1,87,,Yarra,5825
Fitzroy,3,h,1326000,S,20/05/2017,1.6,3065,3,2,2,718,,Yarra,5825
Fitzroy,2,h,1200000,SP,29/04/2017,1.6,3065,2,1,0,63,,Yarra,5825
Fitzroy,2,u,681500,SP,29/04/2017,1.6,3065,2,1,1,0,,Yarra,5825
Gowanbrae,3,h,680000,S,08/04/2017,13.6,3043,3,2,1,277,168,Moreland,1071
Gowanbrae,3,h,741000,S,08/04/2017,13.6,3043,3,2,2,585,,Moreland,1071
Gowanbrae,4,h,990000,S,13/05/2017,13.6,3043,4,2,2,702,170,Moreland,1071
Gowanbrae,4,h,970000,S,29/04/2017,13.6,3043,4,2,3,737,265,Moreland,1071
Jacana,3,h,485000,SP,08/04/2017,14.5,3047,3,1,2,630,105.23,Hume,851
Jacana,4,h,618000,S,20/05/2017,14.5,3047,4,1,2,604,,Hume,851
Keilor Park,3,u,616000,S,22/04/2017,14.5,3042,3,1,2,431,,Brimbank,1119
Keilor Park,3,h,773000,S,29/04/2017,14.5,3042,3,2,2,650,150,Brimbank,1119
Kensington,1,u,355000,SP,08/04/2017,4.2,3031,1,1,1,2581,,Melbourne,5263
Kensington,1,t,425000,SA,08/04/2017,4.2,3031,1,1,1,0,46,Melbourne,5263
Kensington,2,u,535000,SP,08/04/2017,4.2,3031,2,2,1,2592,70,Melbourne,5263
Kensington,2,u,500000,S,08/04/2017,4.2,3031,2,1,1,0,86,Melbourne,5263
Kensington,2,u,525000,VB,13/05/2017,4.2,3031,2,1,1,0,73,Melbourne,5263
Kensington,2,h,1110000,S,20/05/2017,4.2,3031,2,1,0,155,,Melbourne,5263
Kensington,3,t,917500,S,20/05/2017,4.2,3031,3,1,1,98,101,Melbourne,5263
Kensington,2,u,730000,SP,20/05/2017,4.2,3031,2,2,1,2135,,Melbourne,5263
Kensington,2,t,811000,SP,20/05/2017,4.2,3031,2,1,0,113,,Melbourne,5263
Kensington,3,h,1190000,S,20/05/2017,4.2,3031,3,2,1,180,,Melbourne,5263
Kensington,2,h,903000,S,22/04/2017,4.2,3031,2,1,0,184,,Melbourne,5263
Kensington,3,h,902500,S,22/04/2017,4.2,3031,3,1,1,0,125,Melbourne,5263
Kensington,4,h,1817000,SP,22/04/2017,4.2,3031,4,2,1,309,,Melbourne,5263
Kensington,2,u,528000,S,22/04/2017,4.2,3031,2,1,1,0,,Melbourne,5263
Kensington,2,h,1000000,VB,29/04/2017,4.2,3031,2,1,0,159,,Melbourne,5263
Kensington,1,u,380000,VB,29/04/2017,4.2,3031,1,1,1,2592,,Melbourne,5263
Kensington,4,h,1817000,SP,29/04/2017,4.2,3031,4,2,1,309,,Melbourne,5263
Middle Park,3,h,1420000,S,08/04/2017,4.1,3206,3,1,0,112,,Port Phillip,2019
Middle Park,2,h,1335000,S,08/04/2017,4.1,3206,2,1,1,107,,Port Phillip,2019
Middle Park,2,h,1300000,S,08/04/2017,4.1,3206,2,1,0,132,80,Port Phillip,2019
Middle Park,4,h,2860000,S,20/05/2017,4.1,3206,4,3,2,160,,Port Phillip,2019
Middle Park,3,h,1630000,S,29/04/2017,4.1,3206,3,1,0,143,,Port Phillip,2019
Middle Park,3,h,2250000,VB,29/04/2017,4.1,3206,3,2,1,148,146,Port Phillip,2019
Moorabbin,2,h,1035000,S,08/04/2017,14.6,3189,2,1,1,593,,Kingston,2555
Moorabbin,3,h,1321000,S,08/04/2017,14.6,3189,3,1,2,688,,Kingston,2555
Moorabbin,2,t,742500,S,13/05/2017,14.6,3189,2,1,1,179,101,Kingston,2555
Moorabbin,3,h,860000,SA,22/04/2017,14.6,3189,3,1,2,601,104,Kingston,2555
North Melbourne,3,h,2161000,S,13/05/2017,2.3,3051,3,2,1,230,245,Melbourne,6821
North Melbourne,3,h,1485000,S,20/05/2017,2.3,3051,3,1,1,198,95,Melbourne,6821
North Melbourne,2,h,940000,S,29/04/2017,2.3,3051,2,1,0,89,65,Melbourne,6821
Oakleigh South,3,h,770000,S,08/04/2017,14.7,3167,3,1,1,590,132,Kingston,3692
Oakleigh South,3,h,985100,S,08/04/2017,14.7,3167,3,1,2,621,,Monash,3692
Oakleigh South,4,h,1410000,S,13/05/2017,14.7,3167,4,2,4,590,161,Monash,3692
Oakleigh South,3,u,815000,S,13/05/2017,14.7,3167,3,1,2,393,,Monash,3692
Oakleigh South,3,h,1042500,S,22/04/2017,14.7,3167,3,1,4,658,146,Monash,3692
South Kingsville,3,t,815000,S,13/05/2017,9.1,3015,3,2,2,148,,Hobsons Bay,984
South Kingsville,2,u,321000,SP,13/05/2017,9.1,3015,2,1,1,0,,Hobsons Bay,984
South Kingsville,3,h,995000,S,20/05/2017,9.1,3015,3,1,0,669,,Hobsons Bay,984
South Kingsville,3,h,1290000,S,20/05/2017,9.1,3015,3,1,3,715,,Hobsons Bay,984
South Kingsville,2,u,300000,PI,22/04/2017,9.1,3015,2,1,1,0,,Hobsons Bay,984
Southbank,2,u,505000,S,08/04/2017,1.2,3006,2,1,1,0,,Melbourne,8400
Southbank,2,u,595000,S,08/04/2017,1.2,3006,2,1,1,0,75,Melbourne,8400
Southbank,2,u,580000,VB,08/04/2017,1.2,3006,2,1,1,0,79,Melbourne,8400
Southbank,2,u,580000,SA,13/05/2017,1.2,3006,2,1,1,0,70,Melbourne,8400
Spotswood,3,h,1320000,S,08/04/2017,7.7,3015,3,1,3,738,,Hobsons Bay,1223
Spotswood,1,u,380000,S,08/04/2017,7.7,3015,1,1,1,89,37,Hobsons Bay,1223
Spotswood,3,h,1100000,SP,13/05/2017,7.7,3015,3,1,0,305,115,Hobsons Bay,1223
Spotswood,3,u,660000,S,22/04/2017,7.7,3015,3,1,1,221,120,Hobsons Bay,1223
Toorak,2,u,867000,S,08/04/2017,4.6,3142,2,1,1,1087,,Stonnington,7217
Toorak,1,u,552000,S,08/04/2017,4.6,3142,1,1,1,0,,Stonnington,7217
