Suburb ,Type,Date
Sunshine North,h,06/01/2018
Sunshine West,h,06/01/2018
Sunshine West,h,06/01/2018
Sunshine West,h,06/01/2018
Sydenham,u,06/01/2018
Sydenham,u,06/01/2018
Sydenham,h,06/01/2018
Tarneit,h,06/01/2018
Tarneit,u,06/01/2018
Taylors Hill,h,06/01/2018
Taylors Hill,h,06/01/2018
Taylors Lakes,h,06/01/2018
Templestowe Lower,h,06/01/2018
Thomastown,u,06/01/2018
Thomastown,h,06/01/2018
Thomastown,h,06/01/2018
Thornbury,h,06/01/2018
Thornbury,t,06/01/2018
Thornbury,h,06/01/2018
Toorak,t,06/01/2018
Tullamarine,h,06/01/2018
Vermont,u,06/01/2018
Viewbank,h,06/01/2018
Wallan,h,06/01/2018
Wallan,h,06/01/2018
Wallan,h,06/01/2018
Wantirna,h,06/01/2018
Wantirna,h,06/01/2018
Wantirna South,h,06/01/2018
Wantirna South,h,06/01/2018
Wantirna South,h,06/01/2018
Werribee,h,06/01/2018
Werribee,h,06/01/2018
Werribee,h,06/01/2018
Werribee,h,06/01/2018
Werribee,u,06/01/2018
Werribee,h,06/01/2018
Wheelers Hill,h,06/01/2018
Williams Landing,h,06/01/2018
Williamstown,h,06/01/2018
Williamstown,u,06/01/2018
Wollert,h,06/01/2018
Wollert,h,06/01/2018
Wyndham Vale,h,06/01/2018
Wyndham Vale,h,06/01/2018
Wyndham Vale,h,06/01/2018
Yallambie,t,06/01/2018
Yallambie,t,06/01/2018
Yarraville,t,06/01/2018
Aberfeldie,h,06/05/2017
Alphington,u,06/05/2017
Altona North,h,06/05/2017
Altona North,h,06/05/2017
Ardeer,h,06/05/2017
Armadale,h,06/05/2017
Armadale,h,06/05/2017
Armadale,t,06/05/2017
Ascot Vale,h,06/05/2017
Ashwood,h,06/05/2017
Aspendale Gardens,h,06/05/2017
Avondale Heights,u,06/05/2017
Beaconsfield,h,06/05/2017
Beaumaris,h,06/05/2017
Beaumaris,h,06/05/2017
Beaumaris,h,06/05/2017
Bellfield,h,06/05/2017
Bentleigh,h,06/05/2017
Bentleigh,h,06/05/2017
Bentleigh,u,06/05/2017
Bentleigh East,h,06/05/2017
Bentleigh East,h,06/05/2017
Berwick,h,06/05/2017
Blackburn,h,06/05/2017
Blackburn,h,06/05/2017
Blackburn South,h,06/05/2017
Blackburn South,h,06/05/2017
Boronia,h,06/05/2017
Boronia,h,06/05/2017
Botanic Ridge,h,06/05/2017
Box Hill,u,06/05/2017
Braybrook,u,06/05/2017
Braybrook,h,06/05/2017
Brighton,h,06/05/2017
Brighton,h,06/05/2017
Broadmeadows,h,06/05/2017
Broadmeadows,h,06/05/2017
Brunswick,t,06/05/2017
Brunswick,h,06/05/2017
Brunswick,h,06/05/2017
Brunswick West,u,06/05/2017
Brunswick West,t,06/05/2017
Brunswick West,t,06/05/2017
Bulleen,u,06/05/2017
Bulleen,t,06/05/2017
Bulleen,h,06/05/2017
Bundoora,h,06/05/2017
Burwood,h,06/05/2017
Burwood,u,06/05/2017
Burwood,u,06/05/2017
Burwood East,h,06/05/2017
Camberwell,h,06/05/2017
Camberwell,h,06/05/2017
Canterbury,h,06/05/2017
Carlton North,h,06/05/2017
Carnegie,t,06/05/2017
Carnegie,u,06/05/2017
Caroline Springs,h,06/05/2017
Carrum,u,06/05/2017
Caulfield,u,06/05/2017
Caulfield South,h,06/05/2017
Chadstone,h,06/05/2017
Cheltenham,h,06/05/2017
Cheltenham,h,06/05/2017
Cheltenham,h,06/05/2017
Clarinda,h,06/05/2017
Clarinda,h,06/05/2017
Clayton,u,06/05/2017
Clifton Hill,h,06/05/2017
Coburg,u,06/05/2017
Coburg,h,06/05/2017
Coburg North,h,06/05/2017
Collingwood,u,06/05/2017
Craigieburn,h,06/05/2017
Craigieburn,h,06/05/2017
Craigieburn,h,06/05/2017
Craigieburn,h,06/05/2017
Cremorne,h,06/05/2017
Croydon North,h,06/05/2017
Dandenong,h,06/05/2017
Dandenong,h,06/05/2017
Dandenong North,h,06/05/2017
Dandenong North,h,06/05/2017
Deepdene,u,06/05/2017
Deer Park,h,06/05/2017
Deer Park,h,06/05/2017
Dingley Village,h,06/05/2017
Doncaster,u,06/05/2017
Doncaster East,u,06/05/2017
Doveton,h,06/05/2017
Edithvale,h,06/05/2017
Eltham North,h,06/05/2017
Epping,h,06/05/2017
Epping,h,06/05/2017
Epping,h,06/05/2017
Epping,h,06/05/2017
Epping,h,06/05/2017
Epping,h,06/05/2017
Essendon,u,06/05/2017
Essendon,h,06/05/2017
Essendon,h,06/05/2017
Essendon,h,06/05/2017
Fairfield,u,06/05/2017
Ferntree Gully,h,06/05/2017
Fitzroy North,h,06/05/2017
Fitzroy North,h,06/05/2017
Fitzroy North,u,06/05/2017
Flemington,h,06/05/2017
Flemington,t,06/05/2017
Flemington,t,06/05/2017
Forest Hill,h,06/05/2017
Frankston,h,06/05/2017
Frankston,h,06/05/2017
Gladstone Park,h,06/05/2017
Glen Huntly,u,06/05/2017
Glen Waverley,h,06/05/2017
Glen Waverley,h,06/05/2017
Glen Waverley,h,06/05/2017
Glen Waverley,u,06/05/2017
Glen Waverley,h,06/05/2017
Glen Waverley,h,06/05/2017
Glen Waverley,h,06/05/2017
Glenroy,h,06/05/2017
Glenroy,h,06/05/2017
Glenroy,h,06/05/2017
Glenroy,h,06/05/2017
Greensborough,h,06/05/2017
Greenvale,h,06/05/2017
Greenvale,h,06/05/2017
Hampton,h,06/05/2017
Hampton,h,06/05/2017
Hampton East,h,06/05/2017
Hampton East,h,06/05/2017
Hawthorn,h,06/05/2017
Hawthorn,u,06/05/2017
Hawthorn East,u,06/05/2017
Heidelberg Heights,h,06/05/2017
Heidelberg Heights,h,06/05/2017
Heidelberg West,h,06/05/2017
Heidelberg West,h,06/05/2017
Hillside,h,06/05/2017
Hillside,h,06/05/2017
Hoppers Crossing,h,06/05/2017
Hoppers Crossing,u,06/05/2017
Hoppers Crossing,u,06/05/2017
Hoppers Crossing,h,06/05/2017
Hughesdale,t,06/05/2017
Ivanhoe,h,06/05/2017
Ivanhoe,h,06/05/2017
Ivanhoe,h,06/05/2017
Ivanhoe,h,06/05/2017
Ivanhoe East,h,06/05/2017
Kealba,h,06/05/2017
Keilor East,h,06/05/2017
Kew,h,06/05/2017
Kew,h,06/05/2017
Kew East,u,06/05/2017
Kurunjang,h,06/05/2017
Lalor,h,06/05/2017
Lalor,h,06/05/2017
Lower Plenty,h,06/05/2017
Maidstone,h,06/05/2017
Malvern,u,06/05/2017
Malvern East,h,06/05/2017
Malvern East,h,06/05/2017
McKinnon,h,06/05/2017
Meadow Heights,h,06/05/2017
Melbourne,u,06/05/2017
Melton,h,06/05/2017
Melton South,h,06/05/2017
Melton West,h,06/05/2017
Mentone,u,06/05/2017
Mentone,u,06/05/2017
Mernda,h,06/05/2017
Mernda,h,06/05/2017
Mickleham,h,06/05/2017
Mill Park,h,06/05/2017
Mill Park,h,06/05/2017
Mill Park,h,06/05/2017
Mill Park,h,06/05/2017
Mitcham,h,06/05/2017
Mitcham,h,06/05/2017
Mont Albert,h,06/05/2017
Mont Albert,u,06/05/2017
Montmorency,h,06/05/2017
Moonee Ponds,h,06/05/2017
Mordialloc,t,06/05/2017
Mordialloc,u,06/05/2017
Mordialloc,h,06/05/2017
Mordialloc,t,06/05/2017
Mount Waverley,h,06/05/2017
Mulgrave,h,06/05/2017
Mulgrave,u,06/05/2017
Mulgrave,h,06/05/2017
Murrumbeena,h,06/05/2017
Newport,h,06/05/2017
Newport,h,06/05/2017
Newport,h,06/05/2017
Niddrie,h,06/05/2017
Niddrie,h,06/05/2017
Niddrie,h,06/05/2017
Northcote,h,06/05/2017
Oak Park,t,06/05/2017
Oakleigh,h,06/05/2017
Ormond,h,06/05/2017
Parkville,u,06/05/2017
Pascoe Vale,t,06/05/2017
Pascoe Vale,h,06/05/2017
Pascoe Vale,h,06/05/2017
Port Melbourne,h,06/05/2017
Preston,t,06/05/2017
Preston,h,06/05/2017
Preston,h,06/05/2017
Princes Hill,h,06/05/2017
Reservoir,h,06/05/2017
Reservoir,h,06/05/2017
Reservoir,u,06/05/2017
Reservoir,u,06/05/2017
Reservoir,h,06/05/2017
Reservoir,h,06/05/2017
Richmond,h,06/05/2017
Richmond,u,06/05/2017
Richmond,h,06/05/2017
Ringwood,h,06/05/2017
Roxburgh Park,h,06/05/2017
Scoresby,h,06/05/2017
Seddon,h,06/05/2017
South Melbourne,h,06/05/2017
South Morang,h,06/05/2017
South Yarra,u,06/05/2017
South Yarra,u,06/05/2017
South Yarra,u,06/05/2017
Springvale South,t,06/05/2017
St Albans,h,06/05/2017
St Albans,h,06/05/2017
St Albans,h,06/05/2017
St Kilda,u,06/05/2017
Strathmore,h,06/05/2017
Sunbury,h,06/05/2017
Sunbury,h,06/05/2017
Sunbury,h,06/05/2017
Sunshine,h,06/05/2017
Sunshine,h,06/05/2017
Sunshine,h,06/05/2017
Sunshine North,h,06/05/2017
Sunshine North,h,06/05/2017
Sunshine West,h,06/05/2017
Surrey Hills,u,06/05/2017
Tarneit,h,06/05/2017
Taylors Hill,h,06/05/2017
Taylors Hill,h,06/05/2017
Taylors Lakes,h,06/05/2017
Taylors Lakes,h,06/05/2017
Templestowe Lower,h,06/05/2017
Thomastown,h,06/05/2017
Thomastown,h,06/05/2017
Thomastown,h,06/05/2017
Thomastown,h,06/05/2017
Thomastown,h,06/05/2017
Thornbury,h,06/05/2017
Wantirna South,h,06/05/2017
Watsonia,h,06/05/2017
Watsonia,h,06/05/2017
Watsonia,h,06/05/2017
West Footscray,h,06/05/2017
West Footscray,h,06/05/2017
Westmeadows,h,06/05/2017
Westmeadows,t,06/05/2017
Wheelers Hill,h,06/05/2017
Wheelers Hill,h,06/05/2017
Williamstown,h,06/05/2017
Wollert,t,06/05/2017
Yarraville,h,06/05/2017
Yarraville,h,06/05/2017
Abbotsford,h,06/08/2016
Abbotsford,h,06/08/2016
Airport West,h,06/08/2016
Airport West,h,06/08/2016
Airport West,h,06/08/2016
Airport West,h,06/08/2016
Airport West,h,06/08/2016
Albert Park,h,06/08/2016
Altona,u,06/08/2016
Armadale,h,06/08/2016
Ascot Vale,h,06/08/2016
Ascot Vale,h,06/08/2016
Ashwood,h,06/08/2016
Ashwood,h,06/08/2016
Aspendale,u,06/08/2016
Aspendale,h,06/08/2016
Avondale Heights,h,06/08/2016
Avondale Heights,h,06/08/2016
Balwyn,h,06/08/2016
Balwyn,h,06/08/2016
Balwyn,u,06/08/2016
Balwyn North,h,06/08/2016
Balwyn North,h,06/08/2016
Balwyn North,t,06/08/2016
Balwyn North,h,06/08/2016
Beaumaris,h,06/08/2016
Bellfield,h,06/08/2016
Bentleigh,t,06/08/2016
Bentleigh,u,06/08/2016
Bentleigh,h,06/08/2016
Bentleigh,h,06/08/2016
Bentleigh,h,06/08/2016
Bentleigh East,t,06/08/2016
Bentleigh East,t,06/08/2016
Bentleigh East,t,06/08/2016
Black Rock,h,06/08/2016
Black Rock,t,06/08/2016
Blackburn,h,06/08/2016
Blackburn,u,06/08/2016
Blackburn,t,06/08/2016
Brighton,h,06/08/2016
Brighton,h,06/08/2016
Brighton,h,06/08/2016
Brighton,h,06/08/2016
Brighton,h,06/08/2016
Brighton East,h,06/08/2016
Brighton East,h,06/08/2016
Brighton East,t,06/08/2016
Brunswick,u,06/08/2016
Brunswick,u,06/08/2016
Brunswick East,h,06/08/2016
Bulleen,h,06/08/2016
Bulleen,h,06/08/2016
Bundoora,h,06/08/2016
Bundoora,h,06/08/2016
Burwood East,h,06/08/2016
Camberwell,t,06/08/2016
Camberwell,t,06/08/2016
Canterbury,h,06/08/2016
Canterbury,h,06/08/2016
Carnegie,h,06/08/2016
Carnegie,u,06/08/2016
Carnegie,u,06/08/2016
Carrum Downs,h,06/08/2016
Chadstone,h,06/08/2016
Chadstone,h,06/08/2016
Cheltenham,h,06/08/2016
Cheltenham,h,06/08/2016
Cheltenham,h,06/08/2016
Clarinda,u,06/08/2016
Clayton,u,06/08/2016
Clayton South,t,06/08/2016
Clayton South,h,06/08/2016
Coburg,h,06/08/2016
Craigieburn,h,06/08/2016
Craigieburn,h,06/08/2016
Croydon,h,06/08/2016
Croydon North,h,06/08/2016
Dallas,h,06/08/2016
Diamond Creek,h,06/08/2016
Doncaster,h,06/08/2016
Donvale,h,06/08/2016
Elsternwick,h,06/08/2016
Eltham,u,06/08/2016
Elwood,u,06/08/2016
Elwood,u,06/08/2016
Epping,h,06/08/2016
Essendon,u,06/08/2016
Essendon North,u,06/08/2016
Essendon West,h,06/08/2016
Fairfield,h,06/08/2016
Fawkner,h,06/08/2016
Ferntree Gully,h,06/08/2016
Fitzroy,u,06/08/2016
Fitzroy North,h,06/08/2016
Fitzroy North,h,06/08/2016
Footscray,u,06/08/2016
Footscray,h,06/08/2016
Forest Hill,u,06/08/2016
Frankston,h,06/08/2016
Frankston,h,06/08/2016
Frankston,h,06/08/2016
Frankston,h,06/08/2016
Frankston North,h,06/08/2016
Glen Iris,h,06/08/2016
Glen Waverley,h,06/08/2016
Glenroy,h,06/08/2016
Glenroy,h,06/08/2016
Glenroy,h,06/08/2016
Gowanbrae,h,06/08/2016
Greensborough,h,06/08/2016
Greenvale,h,06/08/2016
Hampton,u,06/08/2016
Hampton,h,06/08/2016
Hampton,h,06/08/2016
Hampton,h,06/08/2016
Hampton East,u,06/08/2016
Hampton Park,h,06/08/2016
Hawthorn,h,06/08/2016
Hawthorn East,h,06/08/2016
Hawthorn East,h,06/08/2016
Hawthorn East,h,06/08/2016
Hawthorn East,h,06/08/2016
Heathmont,h,06/08/2016
Heidelberg,h,06/08/2016
Heidelberg,t,06/08/2016
Heidelberg Heights,t,06/08/2016
Heidelberg Heights,h,06/08/2016
Heidelberg West,h,06/08/2016
Hillside,h,06/08/2016
Hoppers Crossing,h,06/08/2016
Hoppers Crossing,h,06/08/2016
Hughesdale,h,06/08/2016
Ivanhoe,u,06/08/2016
Ivanhoe East,h,06/08/2016
Ivanhoe East,h,06/08/2016
Jacana,h,06/08/2016
Kealba,h,06/08/2016
Keilor Downs,h,06/08/2016
Keilor Downs,t,06/08/2016
Kensington,t,06/08/2016
Kew,u,06/08/2016
Kew,h,06/08/2016
Kew,h,06/08/2016
Kew,u,06/08/2016
Kew,u,06/08/2016
Keysborough,h,06/08/2016
Kingsville,h,06/08/2016
Lalor,h,06/08/2016
Maidstone,h,06/08/2016
Malvern,h,06/08/2016
Malvern,h,06/08/2016
Malvern East,h,06/08/2016
Malvern East,h,06/08/2016
Malvern East,t,06/08/2016
McKinnon,t,06/08/2016
McKinnon,h,06/08/2016
Melbourne,u,06/08/2016
Mentone,t,06/08/2016
Mentone,h,06/08/2016
Mentone,u,06/08/2016
Mill Park,h,06/08/2016
Mitcham,u,06/08/2016
Mitcham,h,06/08/2016
Mitcham,h,06/08/2016
Montmorency,h,06/08/2016
Mordialloc,u,06/08/2016
Mount Waverley,t,06/08/2016
Mount Waverley,u,06/08/2016
Mount Waverley,h,06/08/2016
Mount Waverley,t,06/08/2016
Mulgrave,h,06/08/2016
Mulgrave,h,06/08/2016
Mulgrave,t,06/08/2016
Murrumbeena,u,06/08/2016
Murrumbeena,h,06/08/2016
Newport,h,06/08/2016
Newport,h,06/08/2016
Newport,h,06/08/2016
Newport,h,06/08/2016
Nunawading,t,06/08/2016
Nunawading,h,06/08/2016
Oak Park,u,06/08/2016
Oakleigh East,h,06/08/2016
Oakleigh East,h,06/08/2016
Oakleigh East,h,06/08/2016
Ormond,h,06/08/2016
Ormond,h,06/08/2016
Ormond,u,06/08/2016
Parkdale,u,06/08/2016
Parkdale,u,06/08/2016
Pascoe Vale,h,06/08/2016
Pascoe Vale,u,06/08/2016
Pascoe Vale,t,06/08/2016
Port Melbourne,u,06/08/2016
Port Melbourne,h,06/08/2016
Port Melbourne,u,06/08/2016
Prahran,h,06/08/2016
Prahran,h,06/08/2016
Preston,h,06/08/2016
Preston,u,06/08/2016
Preston,t,06/08/2016
Preston,h,06/08/2016
Preston,h,06/08/2016
Reservoir,h,06/08/2016
Reservoir,h,06/08/2016
Richmond,h,06/08/2016
Richmond,h,06/08/2016
Richmond,h,06/08/2016
Richmond,h,06/08/2016
Richmond,h,06/08/2016
Ringwood,h,06/08/2016
Sandhurst,h,06/08/2016
Seaford,h,06/08/2016
Seaford,h,06/08/2016
Seddon,u,06/08/2016
South Morang,h,06/08/2016
South Yarra,u,06/08/2016
South Yarra,u,06/08/2016
Spotswood,h,06/08/2016
Springvale,h,06/08/2016
Springvale,h,06/08/2016
Springvale South,h,06/08/2016
St Albans,h,06/08/2016
St Kilda,u,06/08/2016
St Kilda,h,06/08/2016
St Kilda,u,06/08/2016
Strathmore,u,06/08/2016
Strathmore,h,06/08/2016
Sunshine North,h,06/08/2016
Sunshine North,h,06/08/2016
Surrey Hills,h,06/08/2016
Surrey Hills,h,06/08/2016
Sydenham,h,06/08/2016
Sydenham,h,06/08/2016
Tarneit,h,06/08/2016
Tarneit,h,06/08/2016
Taylors Lakes,h,06/08/2016
Templestowe Lower,t,06/08/2016
Templestowe Lower,h,06/08/2016
Thomastown,h,06/08/2016
Thomastown,h,06/08/2016
Toorak,u,06/08/2016
Toorak,u,06/08/2016
Tullamarine,h,06/08/2016
Vermont South,h,06/08/2016
Viewbank,h,06/08/2016
Wantirna South,h,06/08/2016
Warrandyte,h,06/08/2016
Waterways,h,06/08/2016
Watsonia,h,06/08/2016
Werribee,h,06/08/2016
Wheelers Hill,h,06/08/2016
Williamstown,h,06/08/2016
Windsor,u,06/08/2016
Woori Yallock,h,06/08/2016
Yarraville,h,06/08/2016
Abbotsford,h,06/10/2018
Airport West,u,06/10/2018
Airport West,h,06/10/2018
Albert Park,h,06/10/2018
Albion,h,06/10/2018
Albion,t,06/10/2018
Albion,t,06/10/2018
Armadale,u,06/10/2018
Ascot Vale,u,06/10/2018
Ascot Vale,t,06/10/2018
Ascot Vale,t,06/10/2018
Ascot Vale,h,06/10/2018
Ashwood,t,06/10/2018
Aspendale Gardens,h,06/10/2018
Avondale Heights,h,06/10/2018
Bacchus Marsh,h,06/10/2018
Balwyn,h,06/10/2018
Balwyn,u,06/10/2018
Bentleigh East,t,06/10/2018
Bentleigh East,t,06/10/2018
Bonbeach,h,06/10/2018
Boronia,h,06/10/2018
Boronia,h,06/10/2018
Box Hill,t,06/10/2018
Brighton,u,06/10/2018
Broadmeadows,h,06/10/2018
Brunswick,t,06/10/2018
Brunswick,u,06/10/2018
Brunswick,u,06/10/2018
Brunswick,u,06/10/2018
Brunswick West,t,06/10/2018
Bundoora,h,06/10/2018
Burnley,h,06/10/2018
Burwood,h,06/10/2018
Camberwell,h,06/10/2018
Carlton,h,06/10/2018
Carlton,h,06/10/2018
Carnegie,u,06/10/2018
Caroline Springs,h,06/10/2018
Carrum Downs,u,06/10/2018
Chadstone,t,06/10/2018
Chelsea Heights,h,06/10/2018
Cheltenham,h,06/10/2018
Cheltenham,u,06/10/2018
Cheltenham,h,06/10/2018
Clayton,u,06/10/2018
Clayton South,h,06/10/2018
Clifton Hill,h,06/10/2018
Clifton Hill,u,06/10/2018
Coburg,h,06/10/2018
Coburg,h,06/10/2018
Collingwood,h,06/10/2018
Craigieburn,t,06/10/2018
Craigieburn,h,06/10/2018
Craigieburn,h,06/10/2018
Craigieburn,h,06/10/2018
Craigieburn,h,06/10/2018
Craigieburn,h,06/10/2018
Cremorne,u,06/10/2018
Delahey,h,06/10/2018
Dingley Village,t,06/10/2018
Doncaster,h,06/10/2018
Doncaster,h,06/10/2018
Doncaster East,t,06/10/2018
Donvale,h,06/10/2018
Doreen,h,06/10/2018
East Melbourne,h,06/10/2018
Elsternwick,u,06/10/2018
Elsternwick,u,06/10/2018
Eltham,h,06/10/2018
Epping,t,06/10/2018
Epping,h,06/10/2018
Epping,h,06/10/2018
Essendon,u,06/10/2018
Essendon,u,06/10/2018
Fairfield,u,06/10/2018
Fairfield,h,06/10/2018
Fawkner,h,06/10/2018
Footscray,h,06/10/2018
Glen Iris,u,06/10/2018
Glen Waverley,h,06/10/2018
Glenroy,h,06/10/2018
Glenroy,h,06/10/2018
Glenroy,h,06/10/2018
Greensborough,h,06/10/2018
Hawthorn,u,06/10/2018
Hawthorn,u,06/10/2018
Hawthorn,h,06/10/2018
Hawthorn East,u,06/10/2018
Heidelberg,u,06/10/2018
Heidelberg Heights,t,06/10/2018
Heidelberg West,h,06/10/2018
Hoppers Crossing,h,06/10/2018
Kew,t,06/10/2018
Lalor,h,06/10/2018
Langwarrin,h,06/10/2018
Macleod,h,06/10/2018
Maidstone,t,06/10/2018
Mentone,h,06/10/2018
Mernda,h,06/10/2018
Mernda,h,06/10/2018
Mill Park,h,06/10/2018
Mill Park,h,06/10/2018
Mill Park,h,06/10/2018
Mill Park,h,06/10/2018
Mitcham,h,06/10/2018
Montmorency,h,06/10/2018
Moonee Ponds,t,06/10/2018
Mooroolbark,h,06/10/2018
Mordialloc,t,06/10/2018
Mulgrave,h,06/10/2018
Mulgrave,u,06/10/2018
Mulgrave,h,06/10/2018
Mulgrave,h,06/10/2018
Murrumbeena,h,06/10/2018
Newport,u,06/10/2018
Noble Park,h,06/10/2018
North Melbourne,u,06/10/2018
North Melbourne,u,06/10/2018
Northcote,u,06/10/2018
Northcote,h,06/10/2018
Oakleigh,u,06/10/2018
Panton Hill,h,06/10/2018
Point Cook,h,06/10/2018
Port Melbourne,h,06/10/2018
Port Melbourne,h,06/10/2018
Preston,t,06/10/2018
Preston,u,06/10/2018
Preston,h,06/10/2018
Preston,h,06/10/2018
Preston,h,06/10/2018
Reservoir,h,06/10/2018
Reservoir,u,06/10/2018
Reservoir,h,06/10/2018
Reservoir,h,06/10/2018
Reservoir,u,06/10/2018
Reservoir,h,06/10/2018
Reservoir,h,06/10/2018
Reservoir,u,06/10/2018
Reservoir,h,06/10/2018
Reservoir,u,06/10/2018
Richmond,u,06/10/2018
Richmond,h,06/10/2018
Richmond,h,06/10/2018
Richmond,u,06/10/2018
Rowville,h,06/10/2018
Roxburgh Park,h,06/10/2018
Roxburgh Park,h,06/10/2018
Roxburgh Park,h,06/10/2018
South Melbourne,h,06/10/2018
South Morang,h,06/10/2018
South Yarra,u,06/10/2018
Southbank,u,06/10/2018
St Albans,h,06/10/2018
St Kilda,u,06/10/2018
Strathmore,h,06/10/2018
Strathmore,h,06/10/2018
Strathmore,h,06/10/2018
Strathmore,h,06/10/2018
Sunshine,h,06/10/2018
Sunshine North,h,06/10/2018
Sunshine West,u,06/10/2018
Sunshine West,h,06/10/2018
Surrey Hills,h,06/10/2018
Sydenham,h,06/10/2018
Tecoma,h,06/10/2018
Thornbury,h,06/10/2018
Toorak,u,06/10/2018
Viewbank,h,06/10/2018
Wantirna South,h,06/10/2018
Wantirna South,h,06/10/2018
Watsonia,h,06/10/2018
West Footscray,h,06/10/2018
West Footscray,u,06/10/2018
Williamstown,h,06/10/2018
Williamstown,h,06/10/2018
Williamstown,h,06/10/2018
Airport West,h,07/04/2018
Albert Park,h,07/04/2018
Albert Park,h,07/04/2018
Albion,h,07/04/2018
Alphington,h,07/04/2018
Altona,h,07/04/2018
Altona,h,07/04/2018
Ardeer,h,07/04/2018
Armadale,u,07/04/2018
Ascot Vale,h,07/04/2018
Ascot Vale,h,07/04/2018
Ashwood,h,07/04/2018
Attwood,h,07/04/2018
Bayswater North,h,07/04/2018
Bellfield,h,07/04/2018
Bellfield,u,07/04/2018
Bellfield,h,07/04/2018
Bentleigh,h,07/04/2018
Bentleigh,h,07/04/2018
Bentleigh,h,07/04/2018
Bentleigh East,h,07/04/2018
Blackburn South,h,07/04/2018
Blackburn South,h,07/04/2018
Blackburn South,h,07/04/2018
Blackburn South,h,07/04/2018
Bonbeach,h,07/04/2018
Bonbeach,h,07/04/2018
Box Hill,h,07/04/2018
Briar Hill,u,07/04/2018
Briar Hill,h,07/04/2018
Briar Hill,h,07/04/2018
Brighton,t,07/04/2018
Brighton East,u,07/04/2018
Broadmeadows,h,07/04/2018
Broadmeadows,h,07/04/2018
Broadmeadows,h,07/04/2018
Brunswick West,h,07/04/2018
Brunswick West,u,07/04/2018
Bulleen,h,07/04/2018
Bundoora,h,07/04/2018
Burnside Heights,h,07/04/2018
Burnside Heights,h,07/04/2018
Camberwell,u,07/04/2018
Carlton,u,07/04/2018
Carlton North,h,07/04/2018
Carlton North,h,07/04/2018
Caroline Springs,h,07/04/2018
Caroline Springs,h,07/04/2018
Cheltenham,h,07/04/2018
Cheltenham,h,07/04/2018
Cheltenham,u,07/04/2018
Cheltenham,u,07/04/2018
Cheltenham,h,07/04/2018
Clifton Hill,h,07/04/2018
Coburg,u,07/04/2018
Coburg,u,07/04/2018
Craigieburn,h,07/04/2018
Craigieburn,h,07/04/2018
Craigieburn,t,07/04/2018
Craigieburn,h,07/04/2018
Craigieburn,h,07/04/2018
Craigieburn,h,07/04/2018
Craigieburn,h,07/04/2018
Craigieburn,h,07/04/2018
Dallas,h,07/04/2018
Dandenong North,h,07/04/2018
Dandenong North,h,07/04/2018
Dandenong North,h,07/04/2018
Diamond Creek,h,07/04/2018
Dingley Village,u,07/04/2018
Dingley Village,h,07/04/2018
Doncaster,h,07/04/2018
Edithvale,h,07/04/2018
Elwood,u,07/04/2018
Epping,h,07/04/2018
Epping,h,07/04/2018
Epping,h,07/04/2018
Essendon,h,07/04/2018
Fawkner,h,07/04/2018
Fawkner,h,07/04/2018
Ferntree Gully,h,07/04/2018
Flemington,h,07/04/2018
Footscray,u,07/04/2018
Footscray,t,07/04/2018
Gardenvale,h,07/04/2018
Gisborne,h,07/04/2018
Gisborne,h,07/04/2018
Gladstone Park,h,07/04/2018
Gladstone Park,h,07/04/2018
Gladstone Park,h,07/04/2018
Gladstone Park,h,07/04/2018
Gladstone Park,h,07/04/2018
Glen Huntly,t,07/04/2018
Glen Iris,h,07/04/2018
Glenroy,t,07/04/2018
Glenroy,h,07/04/2018
Greenvale,h,07/04/2018
Hadfield,t,07/04/2018
Hallam,u,07/04/2018
Hampton East,u,07/04/2018
Heatherton,h,07/04/2018
Heidelberg West,u,07/04/2018
Hillside,h,07/04/2018
Hoppers Crossing,h,07/04/2018
Hoppers Crossing,h,07/04/2018
Keilor,h,07/04/2018
Keilor Downs,u,07/04/2018
Keilor Downs,h,07/04/2018
Keilor East,h,07/04/2018
Kensington,h,07/04/2018
Kensington,h,07/04/2018
Kew,u,07/04/2018
Kew,u,07/04/2018
Knoxfield,h,07/04/2018
Lalor,h,07/04/2018
Lalor,h,07/04/2018
Lalor,h,07/04/2018
Lalor,h,07/04/2018
MacLeod,u,07/04/2018
Malvern East,u,07/04/2018
Maribyrnong,u,07/04/2018
McKinnon,h,07/04/2018
McKinnon,t,07/04/2018
Melton South,h,07/04/2018
Mernda,h,07/04/2018
Mill Park,h,07/04/2018
Mill Park,u,07/04/2018
Mill Park,h,07/04/2018
Mont Albert,u,07/04/2018
Montmorency,h,07/04/2018
Moonee Ponds,u,07/04/2018
Mooroolbark,h,07/04/2018
Mount Waverley,t,07/04/2018
Mount Waverley,u,07/04/2018
Mulgrave,t,07/04/2018
Mulgrave,h,07/04/2018
Mulgrave,h,07/04/2018
Mulgrave,h,07/04/2018
Murrumbeena,h,07/04/2018
Murrumbeena,u,07/04/2018
Narre Warren,h,07/04/2018
Noble Park,u,07/04/2018
Northcote,h,07/04/2018
Northcote,h,07/04/2018
Nunawading,h,07/04/2018
Oak Park,h,07/04/2018
Oakleigh East,u,07/04/2018
Parkdale,h,07/04/2018
Parkdale,u,07/04/2018
Pascoe Vale,h,07/04/2018
Pascoe Vale,h,07/04/2018
Patterson Lakes,h,07/04/2018
Plumpton,h,07/04/2018
Point Cook,t,07/04/2018
Port Melbourne,h,07/04/2018
