Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Car,Lattitude,Longtitude,Propertycount
Sunshine,3,h,,SN,24/06/2017,10.5,3020,1,-37.78283,144.84457,3755
Sunshine,3,t,755000,S,24/06/2017,10.5,3020,,,,3755
Sunshine North,3,h,,PN,24/06/2017,10.5,3020,2,-37.76154,144.82346,4217
Sunshine West,4,h,780000,S,24/06/2017,10.5,3020,2,-37.78647,144.81319,6763
Sunshine West,3,u,518000,S,24/06/2017,10.5,3020,1,-37.79209,144.82024,6763
Surrey Hills,4,h,,S,24/06/2017,10.2,3127,0,-37.83065,145.09619,5457
Surrey Hills,4,h,,S,24/06/2017,10.2,3127,3,-37.82896,145.0906,5457
Surrey Hills,3,h,,S,24/06/2017,10.2,3127,2,-37.83192,145.09046,5457
Surrey Hills,4,h,,S,24/06/2017,10.2,3127,3,-37.82813,145.10914,5457
Surrey Hills,5,h,2000000,VB,24/06/2017,10.2,3127,2,-37.83583,145.10664,5457
Surrey Hills,3,h,1050000,S,24/06/2017,10.2,3127,2,-37.81411,145.09055,5457
Taylors Lakes,3,h,725000,S,24/06/2017,15.5,3038,,,,5336
Taylors Lakes,4,h,716000,S,24/06/2017,15.5,3038,2,-37.69274,144.76971,5336
Templestowe,4,h,1450000,PI,24/06/2017,15.5,3106,2,-37.76255,145.16233,6202
Templestowe,4,h,1860000,PI,24/06/2017,15.5,3106,3,-37.7572,145.15456,6202
Templestowe,4,h,,PI,24/06/2017,15.5,3106,,,,6202
Templestowe,4,h,,SP,24/06/2017,15.5,3106,2,-37.75955,145.13158,6202
Templestowe Lower,3,h,1181000,S,24/06/2017,12.4,3107,2,-37.77158,145.11816,5420
Templestowe Lower,4,h,1352000,S,24/06/2017,12.4,3107,3,-37.76472,145.10261,5420
Templestowe Lower,4,h,,VB,24/06/2017,12.4,3107,2,-37.76704,145.11038,5420
Templestowe Lower,4,h,,PI,24/06/2017,12.4,3107,2,-37.76843,145.10344,5420
Thomastown,3,h,632500,S,24/06/2017,15.3,3074,2,-37.67669,144.99197,7955
Thomastown,3,u,460000,S,24/06/2017,15.3,3074,1,-37.67803,145.01769,7955
Thomastown,3,h,651000,S,24/06/2017,15.3,3074,2,-37.68211,145.03204,7955
Thomastown,3,h,831000,S,24/06/2017,15.3,3074,2,-37.67856,145.01728,7955
Thornbury,3,h,1250000,PI,24/06/2017,7,3071,2,-37.75506,145.01841,8870
Thornbury,2,h,1460000,S,24/06/2017,7,3071,2,-37.76499,145.01723,8870
Thornbury,3,h,,VB,24/06/2017,7,3071,2,-37.75257,144.99267,8870
Thornbury,4,h,1320000,S,24/06/2017,7,3071,,,,8870
Thornbury,2,h,1000000,PI,24/06/2017,7,3071,2,-37.76219,145.00968,8870
Thornbury,3,h,1420000,S,24/06/2017,7,3071,2,-37.75375,145.00846,8870
Toorak,2,u,,SN,24/06/2017,4.1,3142,1,-37.84898,145.0215,7217
Toorak,3,u,640000,PI,24/06/2017,4.1,3142,1,-37.84744,145.00783,7217
Toorak,2,u,720000,VB,24/06/2017,4.1,3142,,,,7217
Toorak,3,u,,SN,24/06/2017,4.1,3142,1,-37.84153,145.01415,7217
Travancore,2,t,856000,S,24/06/2017,4.3,3032,2,-37.78281,144.93567,1052
Truganina,5,h,,SN,24/06/2017,18.4,3029,2,-37.84238,144.72619,5811
Vermont,4,h,1235000,SP,24/06/2017,17.2,3133,4,-37.83344,145.19063,4181
Vermont South,5,h,1425000,PI,24/06/2017,17.2,3133,3,-37.85841,145.18248,4280
Vermont South,4,h,1650000,PI,24/06/2017,17.2,3133,2,-37.84825,145.18764,4280
Vermont South,4,h,1400000,PI,24/06/2017,17.2,3133,2,-37.85484,145.1989,4280
Vermont South,4,h,1290000,S,24/06/2017,17.2,3133,2,-37.85028,145.18787,4280
Viewbank,4,h,1070000,VB,24/06/2017,8.9,3084,,,,2698
Viewbank,3,h,825000,S,24/06/2017,8.9,3084,0,-37.73346,145.08359,2698
Viewbank,3,h,,SN,24/06/2017,8.9,3084,0,-37.74653,145.09036,2698
Viewbank,3,h,1061000,S,24/06/2017,8.9,3084,,,,2698
Wallan,3,h,,SN,24/06/2017,44.2,3756,1,-37.41495,145.00527,3988
Wantirna,4,h,1000000,SP,24/06/2017,14.7,3152,1,-37.85848,145.23982,5424
Wantirna,3,h,821000,S,24/06/2017,14.7,3152,,,,5424
Wantirna South,3,h,717000,SP,24/06/2017,14.7,3152,,,,7082
Wantirna South,3,h,1160000,S,24/06/2017,14.7,3152,4,-37.87105,145.23872,7082
Wantirna South,6,h,1180000,S,24/06/2017,14.7,3152,2,-37.87309,145.23078,7082
Watsonia North,4,h,800000,SP,24/06/2017,14.5,3087,3,-37.69837,145.08992,1442
Werribee,3,h,375000,S,24/06/2017,14.7,3030,,,,16166
West Footscray,2,h,749000,S,24/06/2017,6.4,3012,1,-37.79221,144.86408,5058
West Melbourne,3,h,1370000,S,24/06/2017,3.1,3003,0,-37.80973,144.9472,2230
Wheelers Hill,5,h,,PI,24/06/2017,16.7,3150,0,-37.90472,145.18854,7392
Wheelers Hill,4,h,1272000,S,24/06/2017,16.7,3150,2,-37.91293,145.20079,7392
Wheelers Hill,4,h,,PI,24/06/2017,16.7,3150,2,-37.9201,145.17969,7392
Williamstown,3,t,,S,24/06/2017,6.8,3016,2,-37.85806,144.89243,6380
Windsor,2,h,957500,S,24/06/2017,4.6,3181,1,-37.85542,144.99571,4380
Windsor,3,h,2080000,PI,24/06/2017,4.6,3181,2,-37.85679,145.00089,4380
Wyndham Vale,4,h,,PI,24/06/2017,27.2,3024,2,-37.89198,144.60843,5262
Yallambie,3,h,852000,S,24/06/2017,12.7,3085,2,-37.73058,145.08705,1369
Yarraville,4,h,1435000,SP,24/06/2017,6.3,3013,,,,6543
Yarraville,3,h,,S,24/06/2017,6.3,3013,0,-37.81994,144.89284,6543
Abbotsford,2,u,505000,PI,27/05/2017,3,3067,1,-37.80206,145.00015,4019
Abbotsford,3,h,1402500,S,27/05/2017,3,3067,1,-37.8023,144.99615,4019
Aberfeldie,5,h,2905000,S,27/05/2017,7.5,3040,2,-37.76181,144.89327,1543
Airport West,2,h,650000,S,27/05/2017,10.4,3042,3,-37.71811,144.87693,3464
Airport West,3,t,856000,S,27/05/2017,10.4,3042,1,-37.71917,144.87819,3464
Albert Park,3,h,1505000,S,27/05/2017,3,3206,1,-37.84587,144.94828,3280
Albert Park,3,h,1900000,S,27/05/2017,3,3206,1,-37.84431,144.95532,3280
Albion,3,u,575000,S,27/05/2017,10.5,3020,,,,2185
Albion,3,u,600000,SA,27/05/2017,10.5,3020,2,-37.77976,144.81559,2185
Altona,2,h,1030000,S,27/05/2017,11,3018,1,-37.8732,144.81331,5301
Altona,3,h,1005000,S,27/05/2017,11,3018,4,-37.86715,144.80612,5301
Ardeer,3,h,,PI,27/05/2017,12.8,3022,2,-37.78281,144.80403,1281
Armadale,2,u,410000,VB,27/05/2017,6.3,3143,0,-37.85549,145.0163,4836
Armadale,3,h,3650000,VB,27/05/2017,6.3,3143,,,,4836
Armadale,2,u,590000,S,27/05/2017,6.3,3143,1,-37.85963,145.02077,4836
Armadale,3,h,1850000,VB,27/05/2017,6.3,3143,2,-37.85862,145.01676,4836
Ascot Vale,2,h,1105000,SA,27/05/2017,4.3,3032,,,,6567
Ascot Vale,3,h,1530000,S,27/05/2017,4.3,3032,1,-37.77727,144.92655,6567
Ascot Vale,3,h,865000,PI,27/05/2017,4.3,3032,0,-37.77391,144.92151,6567
Ascot Vale,3,h,1370000,S,27/05/2017,4.3,3032,2,-37.7801,144.90976,6567
Ascot Vale,3,h,1082000,S,27/05/2017,4.3,3032,2,-37.77549,144.90865,6567
Ashburton,4,h,1972500,S,27/05/2017,10.2,3147,1,-37.86223,145.08696,3052
Ashburton,3,h,,SP,27/05/2017,10.2,3147,2,-37.87431,145.0735,3052
Ashburton,3,h,1775000,S,27/05/2017,10.2,3147,2,-37.86123,145.08845,3052
Ashwood,5,h,,SP,27/05/2017,10.2,3147,4,-37.86011,145.10545,2894
Ashwood,4,h,,PI,27/05/2017,10.2,3147,,,,2894
Aspendale,2,h,680000,S,27/05/2017,21.5,3195,,,,2824
Aspendale,4,h,1150000,PI,27/05/2017,21.5,3195,2,-38.01468,145.09789,2824
Aspendale,4,h,3000000,VB,27/05/2017,21.5,3195,,-38.03171,145.10346,2824
Avondale Heights,4,h,835000,SP,27/05/2017,9.5,3034,2,-37.76272,144.85569,4502
Balwyn,2,u,460000,PI,27/05/2017,7.9,3103,1,-37.81172,145.08175,5682
Balwyn,2,u,725000,VB,27/05/2017,7.9,3103,1,-37.80626,145.08776,5682
Balwyn,2,u,602000,S,27/05/2017,7.9,3103,1,-37.81623,145.0841,5682
Balwyn,2,u,830000,S,27/05/2017,7.9,3103,1,-37.81192,145.07506,5682
Balwyn North,3,h,1300000,VB,27/05/2017,9.7,3104,2,-37.79673,145.06853,7809
Balwyn North,3,t,1330000,S,27/05/2017,9.7,3104,1,-37.79294,145.08583,7809
Balwyn North,4,h,2050000,S,27/05/2017,9.7,3104,2,-37.80365,145.09048,7809
Balwyn North,5,h,1940000,S,27/05/2017,9.7,3104,1,-37.79238,145.07841,7809
Balwyn North,3,h,1590000,S,27/05/2017,9.7,3104,1,-37.78483,145.07477,7809
Balwyn North,2,u,725000,S,27/05/2017,9.7,3104,1,-37.79541,145.0657,7809
Balwyn North,5,h,,PI,27/05/2017,9.7,3104,2,-37.78308,145.08345,7809
Balwyn North,2,h,2367000,S,27/05/2017,9.7,3104,2,-37.79589,145.07832,7809
Balwyn North,4,h,,PI,27/05/2017,9.7,3104,2,-37.79759,145.07236,7809
Balwyn North,5,h,,S,27/05/2017,9.7,3104,2,-37.79119,145.06996,7809
Bayswater,4,h,705000,PI,27/05/2017,23.2,3153,4,-37.854,145.2565,5030
Bayswater,3,h,610000,S,27/05/2017,23.2,3153,,,,5030
Beaumaris,4,h,2200000,S,27/05/2017,17.3,3193,2,-37.99035,145.03839,5366
Beaumaris,5,h,,PI,27/05/2017,17.3,3193,3,-37.99432,145.03752,5366
Bellfield,2,h,736500,SP,27/05/2017,8.8,3081,1,-37.75329,145.04059,790
Bellfield,3,h,780000,PI,27/05/2017,8.8,3081,2,-37.75255,145.03972,790
Bentleigh,2,u,420000,SP,27/05/2017,11.4,3204,1,-37.9336,145.04509,6795
Bentleigh,4,h,1479000,S,27/05/2017,11.4,3204,2,-37.91655,145.02448,6795
Bentleigh,3,h,1199000,S,27/05/2017,11.4,3204,2,-37.91916,145.04986,6795
Bentleigh,4,h,,PN,27/05/2017,11.4,3204,2,-37.91596,145.03282,6795
Bentleigh,4,h,1350000,PI,27/05/2017,11.4,3204,2,-37.91389,145.02804,6795
Bentleigh East,3,h,1767000,S,27/05/2017,13.8,3165,,,,10969
Bentleigh East,3,t,1350000,SP,27/05/2017,13.8,3165,,,,10969
Bentleigh East,4,t,,SA,27/05/2017,13.8,3165,2,-37.90949,145.06802,10969
Bentleigh East,3,h,890000,S,27/05/2017,13.8,3165,1,-37.92188,145.07266,10969
Bentleigh East,4,h,1655000,S,27/05/2017,13.8,3165,5,-37.9143,145.06582,10969
Bentleigh East,3,t,1160000,PI,27/05/2017,13.8,3165,,,,10969
Bentleigh East,3,h,1430000,S,27/05/2017,13.8,3165,2,-37.91068,145.06802,10969
Bentleigh East,4,t,1300000,S,27/05/2017,13.8,3165,,,,10969
Bentleigh East,4,h,,VB,27/05/2017,13.8,3165,2,-37.911,145.0788,10969
Bentleigh East,3,t,955000,S,27/05/2017,13.8,3165,2,-37.91425,145.08376,10969
Berwick,4,h,667000,S,27/05/2017,35.2,3806,2,-38.03296,145.33439,17093
Berwick,5,h,,SN,27/05/2017,35.2,3806,2,-38.03508,145.3547,17093
Berwick,4,h,740000,S,27/05/2017,35.2,3806,2,-38.06022,145.35044,17093
Black Rock,3,u,1080000,S,27/05/2017,17.3,3193,2,-37.97359,145.0214,2866
Black Rock,2,u,623500,SA,27/05/2017,17.3,3193,1,-37.97363,145.02302,2866
Blackburn North,3,h,1190000,S,27/05/2017,13.4,3130,,,,2867
Blackburn South,4,h,1258000,S,27/05/2017,13.4,3130,2,-37.83998,145.15198,4387
Boronia,3,h,,PN,27/05/2017,25,3155,,,,9704
Briar Hill,3,h,590000,S,27/05/2017,16.1,3088,2,-37.70433,145.12184,1390
Brighton,5,h,,SP,27/05/2017,10.5,3186,3,-37.8966,145.00348,10579
Brighton,5,h,,PI,27/05/2017,10.5,3186,8,-37.9217,145.0045,10579
Brighton,2,u,1420000,PI,27/05/2017,10.5,3186,,,,10579
Brighton,3,t,1600000,VB,27/05/2017,10.5,3186,4,-37.89168,144.99162,10579
Brighton,2,t,,S,27/05/2017,10.5,3186,2,-37.90722,145.00515,10579
Brighton,3,h,1211000,S,27/05/2017,10.5,3186,1,-37.88623,144.99858,10579
Brighton,5,h,5300000,PI,27/05/2017,10.5,3186,,,,10579
Brighton,4,h,3225000,S,27/05/2017,10.5,3186,3,-37.9146,145.00535,10579
Brighton,2,t,,SN,27/05/2017,10.5,3186,,,,10579
Brighton,3,h,,S,27/05/2017,10.5,3186,2,-37.92607,145.00202,10579
Brighton,4,h,2385000,PI,27/05/2017,10.5,3186,2,-37.92465,144.9992,10579
Brighton,3,u,1370000,S,27/05/2017,10.5,3186,2,-37.90899,145.00046,10579
Brighton East,3,h,1750800,S,27/05/2017,10.3,3187,2,-37.92988,145.01085,6938
Brighton East,3,h,,S,27/05/2017,10.3,3187,2,-37.92428,145.00722,6938
Brighton East,4,h,2300000,VB,27/05/2017,10.3,3187,2,-37.92173,145.01436,6938
Brighton East,4,h,,PI,27/05/2017,10.3,3187,,,,6938
Brighton East,4,h,1605000,S,27/05/2017,10.3,3187,2,-37.91684,145.01727,6938
Brighton East,2,h,1035000,SP,27/05/2017,10.3,3187,1,-37.91704,145.01846,6938
Broadmeadows,3,h,505000,SP,27/05/2017,14,3047,1,-37.67411,144.94677,4294
Broadmeadows,2,u,385000,SP,27/05/2017,14,3047,,,,4294
Broadmeadows,3,h,,W,27/05/2017,14,3047,1,-37.69227,144.92579,4294
Brooklyn,3,t,663000,S,27/05/2017,6.4,3012,2,-37.82017,144.84904,962
Brunswick,2,h,860000,PI,27/05/2017,5.2,3056,1,-37.77111,144.96427,11918
Brunswick,3,h,1505000,S,27/05/2017,5.2,3056,1,-37.7744,144.96753,11918
Brunswick,3,h,1700000,VB,27/05/2017,5.2,3056,0,-37.77494,144.9697,11918
Brunswick,3,h,1280000,S,27/05/2017,5.2,3056,1,-37.77047,144.97005,11918
Brunswick,2,u,755000,SP,27/05/2017,5.2,3056,0,-37.76162,144.9608,11918
Brunswick,5,h,2545000,S,27/05/2017,5.2,3056,4,-37.77501,144.95117,11918
Brunswick,3,h,1405000,SP,27/05/2017,5.2,3056,2,-37.76491,144.95253,11918
Brunswick,2,u,460000,VB,27/05/2017,5.2,3056,1,-37.75867,144.95679,11918
Brunswick East,4,h,1210000,S,27/05/2017,4,3057,2,-37.76262,144.97733,5533
Brunswick East,3,h,1265000,S,27/05/2017,4,3057,0,-37.77742,144.97388,5533
Brunswick West,3,h,1300000,VB,27/05/2017,5.2,3055,3,-37.75416,144.94491,7082
Brunswick West,2,u,460000,S,27/05/2017,5.2,3055,1,-37.75948,144.94758,7082
Brunswick West,1,u,263100,S,27/05/2017,5.2,3055,1,-37.75953,144.94094,7082
Brunswick West,5,h,1075000,S,27/05/2017,5.2,3055,1,-37.77242,144.94458,7082
Bulleen,4,t,950000,PI,27/05/2017,10.8,3105,2,-37.76048,145.08476,4480
Bulleen,3,h,,PI,27/05/2017,10.8,3105,1,-37.77803,145.09816,4480
Bulleen,1,h,1310000,S,27/05/2017,10.8,3105,1,-37.75981,145.08599,4480
Bundoora,3,h,714000,S,27/05/2017,12.1,3083,2,-37.6993,145.06193,10175
Bundoora,4,h,665000,S,27/05/2017,12.1,3083,,,,10175
Bundoora,4,h,880000,PI,27/05/2017,12.1,3083,2,-37.68155,145.04945,10175
Bundoora,3,h,811000,S,27/05/2017,12.1,3083,,,,10175
Bundoora,3,h,740000,S,27/05/2017,12.1,3083,,,,10175
Bundoora,3,h,1405000,S,27/05/2017,12.1,3083,2,-37.69353,145.06008,10175
Bundoora,3,h,733500,S,27/05/2017,12.1,3083,,,,10175
Bundoora,3,t,650000,PI,27/05/2017,12.1,3083,,,,10175
Burnley,3,h,1837500,S,27/05/2017,2.4,3121,1,-37.82921,145.00826,438
Burnside Heights,3,h,593000,S,27/05/2017,14.8,3023,2,-37.73321,144.75752,1686
Burnside Heights,4,h,,SN,27/05/2017,14.8,3023,2,-37.73318,144.75719,1686
Burwood,3,h,1732000,S,27/05/2017,10.4,3125,0,-37.85049,145.11687,5678
Burwood,3,h,,VB,27/05/2017,10.4,3125,,,,5678
Burwood,3,u,950000,SP,27/05/2017,10.4,3125,,,,5678
Burwood,3,h,1253500,S,27/05/2017,10.4,3125,1,-37.85475,145.12321,5678
Burwood,7,h,1642000,S,27/05/2017,10.4,3125,2,-37.85103,145.11232,5678
Burwood,4,h,1365000,S,27/05/2017,10.4,3125,,,,5678
Burwood,2,t,700000,S,27/05/2017,10.4,3125,1,-37.84743,145.09657,5678
Burwood East,3,t,780000,PI,27/05/2017,14.7,3151,2,-37.85473,145.1521,4048
Cairnlea,4,h,720000,S,27/05/2017,14.8,3023,2,-37.76203,144.77764,2674
Camberwell,4,h,2001000,S,27/05/2017,7.7,3124,,,,8920
Camberwell,6,h,3400000,S,27/05/2017,7.7,3124,,,,8920
Camberwell,4,h,,S,27/05/2017,7.7,3124,3,-37.83072,145.06081,8920
Camberwell,2,h,2303000,S,27/05/2017,7.7,3124,,,,8920
Camberwell,3,h,1622000,S,27/05/2017,7.7,3124,2,-37.84473,145.09218,8920
Camberwell,4,h,,PI,27/05/2017,7.7,3124,,,,8920
Camberwell,3,h,1290000,VB,27/05/2017,7.7,3124,2,-37.84627,145.08366,8920
Canterbury,3,h,1930000,S,27/05/2017,8.4,3126,1,-37.8279,145.07403,3265
Canterbury,4,h,2408000,S,27/05/2017,8.4,3126,2,-37.83208,145.07533,3265
Canterbury,4,h,4750000,S,27/05/2017,8.4,3126,2,-37.81792,145.06244,3265
Canterbury,2,u,645000,PI,27/05/2017,8.4,3126,1,-37.83201,145.08163,3265
Carlton,2,u,1100000,VB,27/05/2017,1.6,3053,2,-37.80279,144.96442,6786
Carlton North,3,h,,S,27/05/2017,3.5,3054,0,-37.78584,144.97349,3106
Carlton North,3,h,1628000,S,27/05/2017,3.5,3054,0,-37.78026,144.97554,3106
Carlton North,2,h,,S,27/05/2017,3.5,3054,0,-37.78986,144.97055,3106
Carnegie,3,u,1042000,S,27/05/2017,10.1,3163,2,-37.89622,145.06032,7822
Carnegie,3,h,1450000,VB,27/05/2017,10.1,3163,2,-37.90262,145.05709,7822
Caroline Springs,3,h,,PI,27/05/2017,14.8,3023,1,-37.75579,144.74423,7719
Carrum,3,t,885000,SP,27/05/2017,31.2,3197,,,,1989
Carrum Downs,4,h,540000,PI,27/05/2017,34.9,3201,,,,8060
Carrum Downs,4,h,525000,S,27/05/2017,34.9,3201,2,-38.08981,145.17353,8060
Caulfield,2,u,570000,S,27/05/2017,8.7,3162,1,-37.88524,145.02398,2379
Caulfield East,2,u,,SP,27/05/2017,8.4,3145,1,-37.8852,145.04624,608
Caulfield East,2,u,300000,VB,27/05/2017,8.4,3145,1,-37.88299,145.04711,608
Caulfield North,2,h,1417500,S,27/05/2017,7.8,3161,2,-37.86906,145.01986,6923
Caulfield South,4,h,1550000,S,27/05/2017,8.7,3162,2,-37.89694,145.02176,5051
Chadstone,2,h,510000,PI,27/05/2017,11.7,3148,2,-37.88321,145.09594,3582
Chadstone,3,t,,PI,27/05/2017,11.7,3148,,,,3582
Chelsea,4,h,970000,SP,27/05/2017,27,3196,,,,3906
Chelsea,3,h,600000,S,27/05/2017,27,3196,,,,3906
Chelsea Heights,3,h,670500,S,27/05/2017,27,3196,,,,2076
Chelsea Heights,3,h,713000,S,27/05/2017,27,3196,,,,2076
Chelsea Heights,2,t,587500,S,27/05/2017,27,3196,,,,2076
Cheltenham,3,t,,SN,27/05/2017,17.9,3192,2,-37.95457,145.06938,9758
Cheltenham,3,h,1010000,SA,27/05/2017,17.9,3192,2,-37.95746,145.06706,9758
Cheltenham,2,u,601000,S,27/05/2017,17.9,3192,1,-37.95745,145.07219,9758
Cheltenham,3,h,1165000,S,27/05/2017,17.9,3192,,,,9758
Cheltenham,3,t,931000,S,27/05/2017,17.9,3192,,,,9758
Cheltenham,3,h,1145000,S,27/05/2017,17.9,3192,2,-37.96911,145.07271,9758
Cheltenham,3,h,755000,SP,27/05/2017,17.9,3192,2,-37.95342,145.06026,9758
Chirnside Park,4,h,911982,SP,27/05/2017,27.1,3116,3,-37.76032,145.30299,3789
Clayton,2,t,,SN,27/05/2017,16.7,3168,1,-37.92323,145.12946,5837
Clayton,4,h,1040000,S,27/05/2017,16.7,3168,2,-37.92374,145.13222,5837
Clayton South,3,h,775000,PI,27/05/2017,17.5,3169,,,,4734
Clayton South,3,u,700000,SP,27/05/2017,17.5,3169,2,-37.93296,145.12664,4734
Clayton South,3,h,1575000,SP,27/05/2017,17.5,3169,,,,4734
Clifton Hill,3,h,1460000,S,27/05/2017,3.6,3068,0,-37.78992,144.99845,2954
Clifton Hill,2,u,556000,S,27/05/2017,3.6,3068,0,-37.78745,145.00061,2954
Clyde North,4,h,635000,SA,27/05/2017,43.4,3978,,,,2987
Coburg,5,h,1615000,S,27/05/2017,6.7,3058,3,-37.7532,144.97114,11204
Coburg,3,h,,SN,27/05/2017,6.7,3058,3,-37.74529,144.97647,11204
Coburg,3,h,1090000,S,27/05/2017,6.7,3058,1,-37.75236,144.97587,11204
Coburg North,3,h,865000,S,27/05/2017,6.7,3058,2,-37.72361,144.9837,3445
Coburg North,3,t,,S,27/05/2017,6.7,3058,,,,3445
Coburg North,2,t,525000,VB,27/05/2017,6.7,3058,1,-37.72037,144.97023,3445
Coburg North,3,h,,SP,27/05/2017,6.7,3058,2,-37.7298,144.98192,3445
Collingwood,2,h,1135000,S,27/05/2017,2,3066,0,-37.80298,144.98894,4553
Collingwood,2,h,900000,VB,27/05/2017,2,3066,0,-37.79812,144.98873,4553
Collingwood,3,u,,SP,27/05/2017,2,3066,2,-37.80261,144.98478,4553
Craigieburn,2,t,340000,S,27/05/2017,20.6,3064,1,-37.57886,144.90817,15510
Craigieburn,3,h,499000,S,27/05/2017,20.6,3064,0,-37.5993,144.93867,15510
Craigieburn,3,h,565500,S,27/05/2017,20.6,3064,,,,15510
Craigieburn,6,h,506000,S,27/05/2017,20.6,3064,2,-37.59052,144.93066,15510
Craigieburn,3,h,430000,S,27/05/2017,20.6,3064,1,-37.57056,144.91751,15510
Craigieburn,4,h,740000,S,27/05/2017,20.6,3064,,,,15510
Craigieburn,5,h,980000,S,27/05/2017,20.6,3064,,,,15510
Craigieburn,3,t,420000,S,27/05/2017,20.6,3064,2,-37.57243,144.92663,15510
Craigieburn,4,h,653000,S,27/05/2017,20.6,3064,,,,15510
Cremorne,2,u,570000,S,27/05/2017,2.4,3121,1,-37.83011,144.99044,1123
Cremorne,2,h,1253000,S,27/05/2017,2.4,3121,2,-37.82653,144.98945,1123
Croydon,4,h,720000,S,27/05/2017,23,3136,3,-37.79079,145.30208,11925
Croydon,4,h,,SP,27/05/2017,23,3136,,,,11925
Croydon,3,h,,PI,27/05/2017,23,3136,1,-37.80238,145.2689,11925
Croydon,3,h,637000,S,27/05/2017,23,3136,2,-37.79318,145.25811,11925
Croydon,3,u,690000,S,27/05/2017,23,3136,,,,11925
Croydon Hills,4,h,835500,S,27/05/2017,23,3136,,,,1705
Croydon Hills,4,h,905000,S,27/05/2017,23,3136,2,-37.78021,145.26367,1705
Croydon North,4,h,835000,SP,27/05/2017,23,3136,2,-37.77595,145.28383,2985
Croydon North,3,h,785000,S,27/05/2017,23,3136,,,,2985
Croydon South,3,h,800000,SA,27/05/2017,23,3136,2,-37.81263,145.27588,1863
Dandenong,3,h,560000,SP,27/05/2017,24.7,3175,1,-37.97938,145.23035,10894
Dandenong,3,h,665000,PI,27/05/2017,24.7,3175,2,-37.98914,145.22531,10894
Dandenong North,3,h,,SN,27/05/2017,24.7,3175,0,-37.95994,145.21107,8322
Deer Park,4,h,447000,S,27/05/2017,14.8,3023,2,-37.7613,144.75988,6388
Deer Park,3,h,570000,S,27/05/2017,14.8,3023,3,-37.7572,144.76093,6388
Derrimut,4,h,610000,S,27/05/2017,14.7,3030,2,-37.78774,144.76019,2276
Diggers Rest,3,h,435000,S,27/05/2017,27.7,3427,2,-37.6204,144.71138,1184
Dingley Village,4,h,1255000,S,27/05/2017,22.2,3172,3,-37.97533,145.12278,3940
Dingley Village,2,u,595000,S,27/05/2017,22.2,3172,1,-37.9811,145.13807,3940
Doncaster,4,h,1616000,S,27/05/2017,12.4,3108,2,-37.78198,145.11877,9028
Doncaster,3,h,,SP,27/05/2017,12.4,3108,,,,9028
Doncaster,5,h,1525000,S,27/05/2017,12.4,3108,,,,9028
Doncaster,3,h,1060000,S,27/05/2017,12.4,3108,1,-37.79094,145.11335,9028
Doncaster,4,h,1250000,S,27/05/2017,12.4,3108,3,-37.79197,145.14257,9028
Doncaster East,3,u,871000,S,27/05/2017,14.3,3109,2,-37.79979,145.15665,10999
Doncaster East,4,h,1456000,S,27/05/2017,14.3,3109,,,,10999
Doncaster East,3,h,1451000,S,27/05/2017,14.3,3109,2,-37.78541,145.15493,10999
Doncaster East,3,h,1385000,S,27/05/2017,14.3,3109,3,-37.78496,145.14659,10999
Doncaster East,3,h,1360000,S,27/05/2017,14.3,3109,2,-37.79408,145.16352,10999
Doncaster East,6,h,2600000,S,27/05/2017,14.3,3109,,,,10999
Doncaster East,4,h,1320000,S,27/05/2017,14.3,3109,,,,10999
Donvale,5,h,,S,27/05/2017,16.1,3111,2,-37.80155,145.17486,4790
Donvale,4,h,1351000,SP,27/05/2017,16.1,3111,,,,4790
Donvale,4,h,,SP,27/05/2017,16.1,3111,3,-37.79952,145.17544,4790
Donvale,5,h,2190000,PI,27/05/2017,16.1,3111,,,,4790
Donvale,5,h,2620000,S,27/05/2017,16.1,3111,3,-37.78182,145.1903,4790
Edithvale,3,h,775000,PI,27/05/2017,27,3196,,,,2546
Edithvale,6,h,1850000,S,27/05/2017,27,3196,4,-38.03548,145.11763,2546
Edithvale,2,u,612500,S,27/05/2017,27,3196,2,-38.03093,145.11618,2546
Elsternwick,2,u,611500,S,27/05/2017,7.2,3185,,,,4898
Elsternwick,3,h,1060000,S,27/05/2017,7.2,3185,1,-37.89507,145.00477,4898
Elsternwick,4,t,1970000,S,27/05/2017,7.2,3185,2,-37.89359,145.01267,4898
Eltham,6,h,855000,S,27/05/2017,18,3095,3,-37.70872,145.16102,6990
Eltham,3,h,855000,S,27/05/2017,18,3095,1,-37.73209,145.13845,6990
Eltham North,4,h,,PI,27/05/2017,18,3095,,,,2346
Eltham North,4,h,895000,SP,27/05/2017,18,3095,2,-37.68966,145.14649,2346
Eltham North,4,h,925000,S,27/05/2017,18,3095,2,-37.69771,145.1349,2346
Elwood,2,u,902000,S,27/05/2017,7.2,3184,0,-37.87944,144.99375,8989
Elwood,2,h,1410000,S,27/05/2017,7.2,3184,1,-37.87964,144.9856,8989
Elwood,2,u,660000,S,27/05/2017,7.2,3184,1,-37.88945,144.99015,8989
Elwood,3,t,1360000,S,27/05/2017,7.2,3184,2,-37.8867,144.99141,8989
Epping,3,h,500000,S,27/05/2017,19.6,3076,2,-37.64463,145.04155,10926
Epping,3,h,573000,S,27/05/2017,19.6,3076,2,-37.64097,145.05757,10926
