Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Propertycount
Footscray,3,h,875000,S,Village,18/03/2017,6.4,3011,3,1,0,262,92,,Maribyrnong,7570
Footscray,2,u,370000,SP,Sweeney,18/06/2016,6.4,3011,2,1,1,0,75,2007,Maribyrnong,7570
Footscray,2,h,711000,SP,Jas,18/06/2016,6.4,3011,2,1,2,253,90,1910,Maribyrnong,7570
Footscray,3,u,665000,S,Greg,18/06/2016,6.4,3011,3,2,1,0,,,Maribyrnong,7570
Footscray,2,h,690500,SP,Rendina,19/11/2016,6.4,3011,2,1,1,212,98,1900,Maribyrnong,7570
Footscray,2,h,747000,S,Sweeney,19/11/2016,6.4,3011,2,1,1,320,94,1900,Maribyrnong,7570
Footscray,2,h,858000,SP,Jas,22/05/2016,6.4,3011,2,1,1,313,93,1915,Maribyrnong,7570
Footscray,4,t,699000,VB,Raine,22/08/2016,6.4,3011,4,2,2,0,126,2015,Maribyrnong,7570
Footscray,2,h,835000,SP,Jas,22/08/2016,6.4,3011,2,1,1,222,109,1920,Maribyrnong,7570
Footscray,2,h,661000,S,Sweeney,22/08/2016,6.4,3011,2,1,1,132,83,1970,Maribyrnong,7570
Footscray,2,h,757500,S,Sweeney,22/08/2016,6.4,3011,2,1,0,258,108,1900,Maribyrnong,7570
Footscray,1,u,282000,PI,Sweeney,24/09/2016,6.4,3011,1,1,1,1783,42,1975,Maribyrnong,7570
Footscray,3,t,699000,S,Jas,24/09/2016,6.4,3011,3,1,1,125,113,2000,Maribyrnong,7570
Footscray,3,h,850000,SP,Village,25/02/2017,6.4,3011,3,1,0,190,99,1930,Maribyrnong,7570
Footscray,2,u,315000,PI,C21,25/02/2017,6.4,3011,2,1,1,882,74,1970,Maribyrnong,7570
Footscray,3,h,740000,SP,Jas,25/02/2017,6.4,3011,3,1,1,211,94,1910,Maribyrnong,7570
Footscray,2,u,360000,S,Trimson,25/02/2017,6.4,3011,2,1,1,0,,,Maribyrnong,7570
Footscray,3,h,980000,S,GL,26/07/2016,6.4,3011,3,2,2,196,154,2006,Maribyrnong,7570
Footscray,3,u,561000,SP,Nelson,27/06/2016,6.4,3011,3,1,1,0,,,Maribyrnong,7570
Footscray,2,u,316000,S,Burnham,27/06/2016,6.4,3011,2,1,1,0,55,1960,Maribyrnong,7570
Footscray,2,h,800000,S,Village,27/06/2016,6.4,3011,2,1,2,260,,1940,Maribyrnong,7570
Footscray,2,h,760000,PI,Burnham,27/06/2016,6.4,3011,2,1,0,130,70,1920,Maribyrnong,7570
Footscray,3,t,735000,S,Jas,27/06/2016,6.4,3011,3,2,2,112,168,2010,Maribyrnong,7570
Footscray,2,h,823000,S,Jas,27/06/2016,6.4,3011,2,1,0,238,,,Maribyrnong,7570
Footscray,4,h,1225000,SP,Nelson,27/11/2016,6.4,3011,4,2,1,319,130,1915,Maribyrnong,7570
Footscray,2,u,296000,S,Sweeney,27/11/2016,6.4,3011,2,1,1,0,,,Maribyrnong,7570
Footscray,3,h,886500,S,Greg,27/11/2016,6.4,3011,3,1,0,268,,,Maribyrnong,7570
Footscray,3,h,767500,S,Sweeney,28/05/2016,6.4,3011,3,2,0,458,98,1930,Maribyrnong,7570
Footscray,2,u,395000,SP,Greg,28/05/2016,6.4,3011,2,2,1,0,79,2009,Maribyrnong,7570
Footscray,4,h,815000,PI,Biggin,28/05/2016,6.4,3011,4,2,1,369,151,1910,Maribyrnong,7570
Footscray,3,t,757000,S,Jas,28/08/2016,6.4,3011,3,2,2,102,102,2011,Maribyrnong,7570
Footscray,4,h,1450000,SP,Village,28/08/2016,6.4,3011,4,1,1,799,160,1910,Maribyrnong,7570
Footscray,2,h,745000,S,Village,30/07/2016,6.4,3011,2,1,1,355,74,1890,Maribyrnong,7570
Footscray,2,h,716000,S,Ray,30/07/2016,6.4,3011,2,1,2,274,275,2000,Maribyrnong,7570
Glen Iris,3,h,1735000,S,hockingstuart,03/09/2016,9.2,3146,3,2,3,680,170,1935,Boroondara,10412
Glen Iris,2,h,1699000,S,Jellis,03/09/2016,9.2,3146,3,1,2,653,,,Boroondara,10412
Glen Iris,4,h,3400000,VB,Kay,03/09/2016,9.2,3146,4,3,2,856,265,1920,Stonnington,10412
Glen Iris,5,h,3730000,PI,Abercromby's,03/09/2016,9.2,3146,4,3,2,919,353,1925,Stonnington,10412
Glen Iris,4,h,1800000,VB,Marshall,03/12/2016,9.2,3146,4,2,2,868,217,1930,Boroondara,10412
Glen Iris,4,h,1998000,S,J,03/12/2016,9.2,3146,4,2,1,739,183,2002,Boroondara,10412
Glen Iris,2,u,671000,S,Noel,04/03/2017,9.2,3146,2,1,1,0,85,1960,Boroondara,10412
Glen Iris,4,h,3110000,S,Jellis,04/03/2017,9.2,3146,4,2,4,1318,,,Stonnington,10412
Glen Iris,3,h,1780000,S,hockingstuart,04/03/2017,9.2,3146,3,1,2,627,,,Boroondara,10412
Glen Iris,3,h,1425000,S,Marshall,04/03/2017,9.2,3146,3,2,2,217,163,2006,Boroondara,10412
Glen Iris,3,h,1530000,S,Jellis,04/06/2016,9.2,3146,3,1,1,753,118,1940,Boroondara,10412
Glen Iris,4,h,1900000,PI,Jellis,04/06/2016,9.2,3146,4,4,2,708,323,1985,Boroondara,10412
Glen Iris,2,h,1500000,S,Marshall,04/06/2016,9.2,3146,3,1,2,660,,,Boroondara,10412
Glen Iris,3,h,1360000,PI,Fletchers,04/06/2016,9.2,3146,3,2,1,704,134,1940,Boroondara,10412
Glen Iris,5,h,2175000,S,Fletchers,04/06/2016,9.2,3146,5,3,4,619,327,2003,Boroondara,10412
Glen Iris,4,h,2325000,PI,Marshall,04/06/2016,9.2,3146,4,3,2,638,314,1930,Boroondara,10412
Glen Iris,4,h,2538000,S,Marshall,06/08/2016,9.2,3146,4,2,3,630,314,2000,Boroondara,10412
Glen Iris,4,h,2300000,VB,Jellis,06/08/2016,9.2,3146,4,3,4,1258,254,1941,Boroondara,10412
Glen Iris,2,u,550000,SP,Jellis,07/05/2016,9.2,3146,2,1,1,0,63,1968,Stonnington,10412
Glen Iris,3,h,1600000,VB,Fletchers,07/05/2016,9.2,3146,3,2,1,704,134,1940,Boroondara,10412
Glen Iris,3,h,2100000,VB,Marshall,07/05/2016,9.2,3146,3,2,2,904,,,Boroondara,10412
Glen Iris,3,h,2115000,S,Jellis,07/05/2016,9.2,3146,4,2,2,745,157,1920,Boroondara,10412
Glen Iris,3,h,1700000,S,Jellis,07/05/2016,9.2,3146,3,2,2,625,188,1951,Boroondara,10412
Glen Iris,4,h,3500000,S,Kay,07/05/2016,9.2,3146,4,2,2,859,,,Stonnington,10412
Glen Iris,3,h,1750000,S,Jellis,07/05/2016,9.2,3146,3,2,2,652,,,Boroondara,10412
Glen Iris,3,h,967500,S,Marshall,07/11/2016,9.2,3146,3,2,1,233,,,Boroondara,10412
Glen Iris,4,h,2077000,S,RT,07/11/2016,9.2,3146,4,2,3,553,143,1910,Boroondara,10412
Glen Iris,4,h,2850000,S,Jellis,07/11/2016,9.2,3146,4,3,2,1184,305,1935,Boroondara,10412
Glen Iris,2,u,411000,SP,Noel,08/10/2016,9.2,3146,2,1,1,0,65,1970,Stonnington,10412
Glen Iris,3,h,1222000,S,Marshall,08/10/2016,9.2,3146,3,1,1,215,,,Boroondara,10412
Glen Iris,4,h,1550000,S,Marshall,08/10/2016,9.2,3146,3,2,2,662,,,Boroondara,10412
Glen Iris,3,h,1660000,S,Christopher,10/09/2016,9.2,3146,3,1,2,297,,1930,Boroondara,10412
Glen Iris,6,h,2250000,VB,Gary,10/09/2016,9.2,3146,5,3,2,650,,1940,Boroondara,10412
Glen Iris,3,u,1162000,S,Jellis,10/09/2016,9.2,3146,2,2,2,281,,,Boroondara,10412
Glen Iris,4,h,2020000,PI,Marshall,10/09/2016,9.2,3146,4,2,2,630,351,2009,Boroondara,10412
Glen Iris,2,h,845000,S,Noel,10/09/2016,9.2,3146,2,0,0,207,,,Stonnington,10412
Glen Iris,3,h,1510000,PI,hockingstuart,10/09/2016,9.2,3146,3,2,2,370,,,Boroondara,10412
Glen Iris,4,h,2010000,S,Marshall,10/12/2016,9.2,3146,4,2,2,659,212,1930,Boroondara,10412
Glen Iris,4,h,2975000,S,Marshall,10/12/2016,9.2,3146,4,3,4,0,30,1930,Boroondara,10412
Glen Iris,2,u,585000,SP,Marshall,10/12/2016,9.2,3146,2,1,1,0,,,Boroondara,10412
Glen Iris,3,h,1275000,VB,Tim,10/12/2016,9.2,3146,3,2,2,669,,,Boroondara,10412
Glen Iris,1,u,452000,S,RT,10/12/2016,9.2,3146,1,1,1,63,52,1980,Stonnington,10412
Glen Iris,3,t,1625000,S,Jellis,10/12/2016,9.2,3146,3,2,2,365,,,Boroondara,10412
Glen Iris,4,h,1800000,SP,Marshall,12/11/2016,9.2,3146,4,3,2,743,,,Stonnington,10412
Glen Iris,3,h,1820000,S,Jellis,12/11/2016,9.2,3146,3,1,3,650,136,1930,Boroondara,10412
Glen Iris,1,u,291000,PI,hockingstuart,12/11/2016,9.2,3146,1,1,1,1097,38,1982,Stonnington,10412
Glen Iris,2,u,710000,VB,Jellis,12/11/2016,9.2,3146,2,1,2,123,,,Boroondara,10412
Glen Iris,4,h,2376000,S,Jellis,12/11/2016,9.2,3146,4,2,2,652,230,1925,Boroondara,10412
Glen Iris,2,h,1020000,SP,Jellis,12/11/2016,9.2,3146,2,1,0,251,,1910,Stonnington,10412
Glen Iris,3,h,1456000,SP,Jellis,12/11/2016,9.2,3146,3,1,2,504,142,1920,Stonnington,10412
Glen Iris,3,h,1875000,S,Marshall,13/08/2016,9.2,3146,3,2,3,607,,,Boroondara,10412
Glen Iris,3,h,1430000,S,Marshall,13/08/2016,9.2,3146,3,3,2,385,255,,Boroondara,10412
Glen Iris,6,h,2300000,S,Fletchers,14/05/2016,9.2,3146,6,2,2,0,,,Boroondara,10412
Glen Iris,1,t,345000,PI,Jellis,14/05/2016,9.2,3146,1,1,1,745,44,1970,Stonnington,10412
Glen Iris,5,h,2000000,PI,Marshall,14/05/2016,9.2,3146,5,3,1,696,248,1920,Boroondara,10412
Glen Iris,4,h,1550000,PI,Jellis,14/05/2016,9.2,3146,4,0,0,769,,,Boroondara,10412
Glen Iris,3,h,1625000,S,Jellis,14/05/2016,9.2,3146,4,2,4,1005,,1980,Stonnington,10412
Glen Iris,2,u,480000,SP,Jellis,14/05/2016,9.2,3146,2,1,1,0,,,Stonnington,10412
Glen Iris,2,t,585000,S,Jellis,15/10/2016,9.2,3146,2,1,1,84,84,1960,Boroondara,10412
Glen Iris,5,h,1960000,PI,Gary,15/10/2016,9.2,3146,5,3,2,650,,1940,Boroondara,10412
Glen Iris,4,h,1700000,PI,Fletchers,15/10/2016,9.2,3146,4,3,1,650,266,1946,Boroondara,10412
Glen Iris,2,u,680000,S,hockingstuart,15/10/2016,9.2,3146,2,1,1,0,,,Stonnington,10412
Glen Iris,3,t,1220000,S,Jellis,15/10/2016,9.2,3146,3,2,2,278,,1999,Stonnington,10412
Glen Iris,3,h,1375000,S,Marshall,15/10/2016,9.2,3146,3,2,2,328,176,1990,Boroondara,10412
Glen Iris,2,h,920000,S,Fletchers,15/10/2016,9.2,3146,2,1,2,334,115,1930,Stonnington,10412
Glen Iris,2,u,382000,SP,hockingstuart,16/07/2016,9.2,3146,2,1,1,1069,33,1960,Stonnington,10412
Glen Iris,2,u,545000,S,Fletchers,16/07/2016,9.2,3146,3,0,0,0,,,Stonnington,10412
Glen Iris,4,t,1350000,VB,Woodards,16/07/2016,9.2,3146,3,2,2,342,,,Boroondara,10412
Glen Iris,2,h,1280000,S,Noel,16/07/2016,9.2,3146,2,1,1,412,123,1950,Stonnington,10412
Glen Iris,3,h,1825000,S,Fletchers,17/09/2016,9.2,3146,3,1,2,652,,,Boroondara,10412
Glen Iris,5,h,2825000,PI,Jellis,17/09/2016,9.2,3146,5,4,4,802,206,2013,Boroondara,10412
Glen Iris,3,h,2825000,S,Jellis,17/09/2016,9.2,3146,4,2,4,885,217,1910,Stonnington,10412
Glen Iris,4,h,1825000,S,RT,17/09/2016,9.2,3146,3,3,2,366,26,1999,Boroondara,10412
Glen Iris,1,u,328000,S,Jellis,18/03/2017,9.2,3146,1,1,0,0,,,Boroondara,10412
Glen Iris,4,h,2016000,S,Jellis,18/03/2017,9.2,3146,4,2,3,733,,,Boroondara,10412
Glen Iris,5,h,3085000,S,Marshall,18/03/2017,9.2,3146,5,3,3,778,326,2000,Boroondara,10412
Glen Iris,3,h,1710000,S,Noel,18/03/2017,9.2,3146,3,1,3,557,,,Stonnington,10412
Glen Iris,3,h,1770000,SP,Noel,18/03/2017,9.2,3146,3,1,3,603,,,Boroondara,10412
Glen Iris,3,h,1765000,S,Philip,18/03/2017,9.2,3146,3,1,2,650,,,Boroondara,10412
Glen Iris,2,u,511000,S,Marshall,18/06/2016,9.2,3146,2,1,1,0,,,Stonnington,10412
Glen Iris,3,h,2000000,PI,Jellis,18/06/2016,9.2,3146,2,1,2,821,,,Boroondara,10412
Glen Iris,2,h,1600000,PI,Noel,18/06/2016,9.2,3146,2,2,2,718,184,1950,Boroondara,10412
Glen Iris,3,h,1880000,S,RT,18/06/2016,9.2,3146,3,2,2,668,,1920,Boroondara,10412
Glen Iris,5,h,2352500,PI,Marshall,19/11/2016,9.2,3146,5,3,2,642,336,1930,Boroondara,10412
Glen Iris,5,h,3860000,S,Marshall,19/11/2016,9.2,3146,5,4,2,830,520,2009,Boroondara,10412
Glen Iris,4,h,2625000,PI,Marshall,19/11/2016,9.2,3146,4,3,2,840,326,1930,Boroondara,10412
Glen Iris,2,u,856500,S,Marshall,19/11/2016,9.2,3146,2,1,1,0,,1960,Stonnington,10412
Glen Iris,5,h,1650000,PI,Noel,22/05/2016,9.2,3146,5,2,2,400,,,Stonnington,10412
Glen Iris,2,t,600000,VB,Gary,22/08/2016,9.2,3146,2,1,1,0,1143,,Stonnington,10412
Glen Iris,2,u,690000,S,O'Donoghues,24/09/2016,9.2,3146,2,1,2,166,,,Boroondara,10412
Glen Iris,3,t,1200000,VB,O'Donoghues,24/09/2016,9.2,3146,3,2,2,541,,,Stonnington,10412
Glen Iris,4,h,3010000,S,Kay,24/09/2016,9.2,3146,3,3,2,677,,1910,Boroondara,10412
Glen Iris,2,u,785000,S,Jellis,24/09/2016,9.2,3146,2,1,1,0,,,Boroondara,10412
Glen Iris,4,h,1950000,SP,Marshall,25/02/2017,9.2,3146,4,2,2,775,155,1960,Boroondara,10412
Glen Iris,3,h,2200000,S,Marshall,25/02/2017,9.2,3146,3,1,2,700,142,1930,Boroondara,10412
Glen Iris,3,h,1751000,S,Jellis,25/02/2017,9.2,3146,3,1,3,609,140,1930,Boroondara,10412
Glen Iris,4,h,1857000,S,Kay,25/02/2017,9.2,3146,4,2,3,548,205,1930,Stonnington,10412
Glen Iris,1,u,375000,PI,Noel,25/02/2017,9.2,3146,1,1,1,602,,,Stonnington,10412
Glen Iris,2,u,720000,VB,Jellis,25/02/2017,9.2,3146,2,1,2,0,74,1940,Boroondara,10412
Glen Iris,3,h,1500000,S,RT,25/02/2017,9.2,3146,3,1,3,401,107,1935,Boroondara,10412
Glen Iris,4,h,2725000,S,Marshall,25/02/2017,9.2,3146,4,3,2,603,246,2007,Boroondara,10412
Glen Iris,2,h,1723000,S,Jellis,26/07/2016,9.2,3146,2,1,1,553,,,Boroondara,10412
Glen Iris,2,u,529500,S,hockingstuart,26/07/2016,9.2,3146,2,1,1,0,,,Stonnington,10412
Glen Iris,3,h,2800000,S,Greg,26/07/2016,9.2,3146,3,1,2,762,153,1930,Stonnington,10412
Glen Iris,3,h,1665000,S,hockingstuart,27/06/2016,9.2,3146,3,1,2,685,143,1941,Boroondara,10412
Glen Iris,2,u,600000,S,hockingstuart,27/06/2016,9.2,3146,2,1,1,0,80,1960,Stonnington,10412
Glen Iris,3,h,1420000,S,Buxton,27/06/2016,9.2,3146,3,1,2,615,607,1940,Boroondara,10412
Glen Iris,3,h,1550000,S,Jellis,27/11/2016,9.2,3146,3,2,2,307,,,Boroondara,10412
Glen Iris,1,u,420000,VB,Jellis,27/11/2016,9.2,3146,1,1,1,805,,2011,Boroondara,10412
Glen Iris,4,h,1920000,S,Marshall,27/11/2016,9.2,3146,4,2,2,706,,,Boroondara,10412
Glen Iris,5,h,2100000,S,Jellis,27/11/2016,9.2,3146,5,3,2,696,,1989,Boroondara,10412
Glen Iris,5,h,2410000,PI,Marshall,27/11/2016,9.2,3146,5,2,2,654,354,2015,Boroondara,10412
Glen Iris,4,h,2100000,PI,Marshall,27/11/2016,9.2,3146,4,2,2,645,216,1930,Boroondara,10412
Glen Iris,4,h,2950000,S,Kay,27/11/2016,9.2,3146,4,2,2,1485,295,1966,Boroondara,10412
Glen Iris,2,u,390000,S,hockingstuart,28/05/2016,9.2,3146,2,1,1,0,,,Stonnington,10412
Glen Iris,5,h,3365000,S,RT,28/05/2016,9.2,3146,5,2,2,1339,270,1925,Stonnington,10412
Glen Iris,4,h,1390000,S,Noel,28/05/2016,9.2,3146,3,2,3,397,,,Boroondara,10412
Glen Iris,4,h,1802000,S,J,28/05/2016,9.2,3146,4,3,2,394,,1980,Boroondara,10412
Glen Iris,3,h,1310000,S,Marshall,28/08/2016,9.2,3146,3,1,2,464,,,Boroondara,10412
Glen Iris,3,h,1931000,S,Jellis,28/08/2016,9.2,3146,3,2,2,648,193,1975,Boroondara,10412
Glen Iris,4,h,2000000,PI,RT,28/08/2016,9.2,3146,3,2,4,401,,,Boroondara,10412
Glen Iris,2,h,1250000,S,Marshall,28/08/2016,9.2,3146,2,1,2,438,107,1910,Stonnington,10412
Glen Iris,5,h,2400000,VB,Jellis,30/07/2016,9.2,3146,5,3,2,709,672,1930,Boroondara,10412
Glen Iris,2,u,460000,PI,hockingstuart,30/07/2016,9.2,3146,2,1,1,0,,,Stonnington,10412
Glenroy,3,h,610000,S,Ray,03/09/2016,13,3046,3,1,2,696,118,1960,Moreland,8870
Glenroy,3,h,610000,S,Walshe,03/12/2016,13,3046,3,1,3,640,144,1960,Moreland,8870
Glenroy,3,t,555000,SP,Stockdale,03/12/2016,13,3046,3,2,2,244,3,,Moreland,8870
Glenroy,3,h,500000,S,Nelson,03/12/2016,13,3046,3,1,1,336,,,Moreland,8870
Glenroy,3,h,806500,S,Barry,03/12/2016,13,3046,3,1,2,766,127,1965,Moreland,8870
Glenroy,5,h,1150000,PI,Barry,03/12/2016,13,3046,5,3,2,700,,,Moreland,8870
Glenroy,5,h,850000,PI,Barry,04/03/2017,13,3046,5,3,1,487,,,Moreland,8870
Glenroy,4,h,550000,VB,Peter,04/03/2017,13,3046,4,2,1,683,138,2017,Moreland,8870
Glenroy,3,h,822000,S,Stockdale,04/03/2017,13,3046,3,1,4,700,105,1950,Moreland,8870
Glenroy,3,h,980000,SP,Brad,04/03/2017,13,3046,3,2,3,1029,136,1950,Moreland,8870
Glenroy,3,h,670000,S,Stockdale,06/08/2016,13,3046,3,1,1,652,,,Moreland,8870
Glenroy,2,u,430000,PI,Jason,06/08/2016,13,3046,2,1,1,164,100,2010,Moreland,8870
Glenroy,2,h,852500,S,Barry,06/08/2016,13,3046,2,1,2,832,,,Moreland,8870
Glenroy,4,h,1025000,S,Burnham,06/08/2016,13,3046,4,2,4,1011,,,Moreland,8870
Glenroy,2,h,540000,VB,Nelson,07/05/2016,13,3046,2,1,1,164,114,2010,Moreland,8870
Glenroy,2,h,530000,SP,Barry,07/11/2016,13,3046,2,1,2,643,,,Moreland,8870
Glenroy,3,h,721000,S,YPA,08/10/2016,13,3046,3,1,2,674,,1976,Moreland,8870
Glenroy,3,h,737000,S,Stockdale,08/10/2016,13,3046,3,1,4,640,97,1950,Moreland,8870
Glenroy,3,h,575500,S,hockingstuart,08/10/2016,13,3046,3,1,1,701,,,Moreland,8870
Glenroy,3,h,600000,S,Barry,08/10/2016,13,3046,3,1,2,702,,,Moreland,8870
Glenroy,3,h,460000,SP,Raine,08/10/2016,13,3046,3,2,2,224,3,1950,Moreland,8870
Glenroy,3,t,370000,PI,Walshe,08/10/2016,13,3046,3,2,1,259,,2003,Moreland,8870
Glenroy,3,h,691000,S,Stockdale,10/09/2016,13,3046,3,1,2,753,,,Moreland,8870
Glenroy,3,h,500000,S,Nelson,10/09/2016,13,3046,3,1,1,589,,,Moreland,8870
Glenroy,3,t,545000,S,Barry,10/09/2016,13,3046,3,2,1,136,130,2014,Moreland,8870
Glenroy,3,h,670000,PI,Brad,10/12/2016,13,3046,3,1,4,734,140,1960,Moreland,8870
Glenroy,3,h,572000,S,Walshe,10/12/2016,13,3046,3,1,2,627,,,Moreland,8870
Glenroy,4,h,702000,S,Eview,10/12/2016,13,3046,4,1,4,606,124,1956,Moreland,8870
Glenroy,2,h,730000,S,Barry,10/12/2016,13,3046,2,1,1,705,115,1950,Moreland,8870
Glenroy,3,h,711500,S,Stockdale,10/12/2016,13,3046,3,1,3,667,81,1950,Moreland,8870
Glenroy,3,h,820000,VB,Nelson,10/12/2016,13,3046,3,2,4,805,,,Moreland,8870
Glenroy,5,h,810000,S,Stockdale,11/03/2017,13,3046,5,4,4,695,176,1950,Moreland,8870
Glenroy,2,u,250000,SP,Barry,12/11/2016,13,3046,2,1,1,0,61,1970,Moreland,8870
Glenroy,3,t,460000,S,Eview,12/11/2016,13,3046,3,1,1,325,106,1970,Moreland,8870
Glenroy,3,h,793000,S,Eview,12/11/2016,13,3046,3,1,2,780,120,1960,Moreland,8870
Glenroy,2,u,340000,S,Nelson,12/11/2016,13,3046,2,1,1,0,74,1970,Moreland,8870
Glenroy,3,h,596000,S,Hodges,12/11/2016,13,3046,3,1,3,624,,,Moreland,8870
Glenroy,3,h,447500,S,Melbourne,15/10/2016,13,3046,3,1,1,320,130,2000,Moreland,8870
Glenroy,3,h,588000,S,YPA,15/10/2016,13,3046,3,1,1,616,125,1960,Moreland,8870
Glenroy,3,h,420000,PI,Raine,15/10/2016,13,3046,3,1,2,0,96,1960,Moreland,8870
Glenroy,2,u,410000,SP,Brad,15/10/2016,13,3046,2,1,2,200,81,2000,Moreland,8870
Glenroy,3,h,688000,S,Stockdale,15/10/2016,13,3046,3,1,4,700,,,Moreland,8870
Glenroy,3,h,612500,S,Stockdale,15/10/2016,13,3046,3,2,3,635,,,Moreland,8870
Glenroy,3,h,525000,S,Brad,16/04/2016,13,3046,3,1,1,665,85,1950,Moreland,8870
Glenroy,3,h,703000,S,Eview,17/09/2016,13,3046,3,1,4,704,102,1960,Moreland,8870
Glenroy,4,t,608000,S,Raine,17/09/2016,13,3046,3,2,1,252,150,2014,Moreland,8870
Glenroy,5,h,705000,PI,Barry,17/09/2016,13,3046,5,3,2,612,,1970,Moreland,8870
Glenroy,2,u,320500,S,Nelson,17/09/2016,13,3046,2,1,1,3056,,,Moreland,8870
Glenroy,3,h,577000,S,Barry,18/03/2017,13,3046,3,1,2,706,,,Moreland,8870
Glenroy,2,u,230000,PI,Raine,18/03/2017,13,3046,2,1,1,1996,,,Moreland,8870
Glenroy,4,t,607000,S,YPA,18/03/2017,13,3046,4,3,2,0,131,2014,Moreland,8870
Glenroy,3,h,765500,S,Barry,18/06/2016,13,3046,3,2,2,780,180,1970,Moreland,8870
Glenroy,3,u,470000,SP,Barry,18/06/2016,13,3046,3,1,2,187,99,2014,Moreland,8870
Glenroy,3,u,482500,SP,Brad,18/06/2016,13,3046,3,1,1,265,,1995,Moreland,8870
Glenroy,3,h,580000,S,Barry,19/11/2016,13,3046,3,1,2,650,142,1960,Moreland,8870
Glenroy,2,t,434500,S,Eview,19/11/2016,13,3046,2,1,1,125,,1975,Moreland,8870
Glenroy,2,u,620250,S,Stockdale,19/11/2016,13,3046,2,1,2,253,91,2012,Moreland,8870
Glenroy,3,h,710000,S,Stockdale,19/11/2016,13,3046,3,1,1,796,104,1960,Moreland,8870
Glenroy,4,h,630000,S,Stockdale,22/05/2016,13,3046,3,1,2,630,130,1960,Moreland,8870
Glenroy,2,t,420000,SP,Stockdale,22/05/2016,13,3046,2,1,1,307,,,Moreland,8870
Glenroy,3,h,600000,S,Stockdale,22/05/2016,13,3046,3,1,4,541,139,1968,Moreland,8870
Glenroy,3,t,550000,SP,Stockdale,22/08/2016,13,3046,3,2,2,212,129,2010,Moreland,8870
Glenroy,3,u,460000,S,Barry,22/08/2016,13,3046,3,2,1,190,,,Moreland,8870
Glenroy,4,h,600000,SP,Stockdale,23/04/2016,13,3046,4,1,2,586,159,1968,Moreland,8870
Glenroy,4,h,1217500,S,Barry,24/09/2016,13,3046,4,3,2,693,192,2014,Moreland,8870
Glenroy,3,h,600000,SP,Barry,24/09/2016,13,3046,3,1,2,599,150,1960,Moreland,8870
Glenroy,3,h,570000,PI,Barry,24/09/2016,13,3046,3,2,2,585,146,1975,Moreland,8870
Glenroy,4,h,655000,SP,Stockdale,24/09/2016,13,3046,4,1,2,695,,,Moreland,8870
Glenroy,3,h,500000,SP,Nelson,25/02/2017,13,3046,3,1,4,677,,,Moreland,8870
Glenroy,3,h,762700,SP,Stockdale,25/02/2017,13,3046,3,1,4,597,100,1960,Moreland,8870
Glenroy,2,u,465000,S,YPA,25/02/2017,13,3046,2,1,1,176,89,2012,Moreland,8870
Glenroy,2,h,741250,S,Barry,25/02/2017,13,3046,2,1,1,668,88,1955,Moreland,8870
Glenroy,2,t,488500,S,Stockdale,27/06/2016,13,3046,2,2,1,190,2,,Moreland,8870
Glenroy,4,h,787500,S,Barry,27/06/2016,13,3046,4,2,2,650,,,Moreland,8870
Glenroy,2,u,442000,S,Brad,27/06/2016,13,3046,3,1,1,245,,,Moreland,8870
Glenroy,4,h,1000000,PI,Barry,27/11/2016,13,3046,4,2,8,977,304,1935,Moreland,8870
Glenroy,2,h,726335,S,Eview,27/11/2016,13,3046,2,1,2,590,,,Moreland,8870
Glenroy,4,h,630000,S,Stockdale,27/11/2016,13,3046,4,2,2,602,180,1950,Moreland,8870
Glenroy,3,h,670000,S,Barry,27/11/2016,13,3046,3,1,3,705,135,1950,Moreland,8870
Glenroy,2,h,417000,S,Stockdale,27/11/2016,13,3046,2,1,1,172,77,2013,Moreland,8870
Glenroy,3,t,600000,VB,Nelson,27/11/2016,13,3046,3,1,2,258,143,2001,Moreland,8870
Glenroy,3,t,440000,SP,Nelson,28/05/2016,13,3046,3,2,1,215,121,2010,Moreland,8870
Glenroy,3,h,501000,SP,Raine,28/05/2016,13,3046,3,1,1,348,,,Moreland,8870
Glenroy,3,h,660000,S,Barry,28/08/2016,13,3046,3,1,2,657,116,1950,Moreland,8870
Glenroy,3,h,722000,S,Stockdale,28/08/2016,13,3046,3,1,3,781,,,Moreland,8870
Glenroy,2,h,270000,PI,Ray,30/07/2016,13,3046,2,1,1,155,155,2000,Moreland,8870
Glenroy,4,h,825000,S,Stockdale,30/07/2016,13,3046,4,2,4,768,194,1970,Moreland,8870
Glenroy,4,h,638000,S,Barry,30/07/2016,13,3046,4,2,1,624,258,2005,Moreland,8870
Gowanbrae,3,h,631000,S,Nelson,03/09/2016,13.6,3043,3,2,2,608,138,2001,Moreland,1071
Gowanbrae,3,t,532000,S,Nelson,03/09/2016,13.6,3043,3,2,1,149,19,2005,Moreland,1071
Gowanbrae,3,h,500000,S,Nelson,04/03/2017,13.6,3043,3,2,1,140,,,Moreland,1071
Gowanbrae,3,h,504000,S,Nelson,06/08/2016,13.6,3043,3,2,1,215,139,2004,Moreland,1071
Gowanbrae,3,t,468000,S,Nelson,07/05/2016,13.6,3043,3,2,2,178,138,2000,Moreland,1071
Gowanbrae,4,h,802500,S,Nelson,12/11/2016,13.6,3043,4,2,2,0,264,2005,Moreland,1071
